id;displayid;value
19062;9063;Ironfoot Bridge
19063;9064;Bridge 2
19064;9065;Bamboo House
19065;9066;Stranglethorn Arena
19066;9067;Blackrock
19067;9068;Blackrock Lower Guild
19068;9069;Blackrock Lower Instance
19069;9070;Blackrock Upper Guild
19070;9071;Blackrock Upper Instance
19071;9072;Nefarian's Balcony
19072;9073;Deadmines Part 1
19073;9074;Deadmines Part 2
19074;9075;Deadmines Part 3
19075;9076;Deadmines Part 4
19076;9077;Karazhan Future Tower Instance
19077;9078;Kharazan Actual Tower (no instance)
19078;9079;The Stockades
19079;9080;Stormwind Vault
19080;9081;Deeprun Tram
19081;9082;Caverns of Time
19082;9083;Caverns of Time Entrance
19083;9084;Caverns of Time Arm 1
19084;9085;Caverns of Time Arm 2
19085;9086;Caverns of Time Arm 3
19086;9087;Ahn'Quiraj
19087;9088;Ahn'Quiraj Entrance
19088;9089;Ahn'Quiraj Door
19089;9090;Ahn'Quiraj Border of Door
19090;9091;Ahn'Quiraj Walls
19091;9092;Blackfathom
19092;9093;Blackfathom Instance
19093;9094;Old Blackfathom Facade
19094;9095;Dire Maul
19095;9096;Dire Maul Back Entrance
19096;9097;Dire Maul Instance
19097;9098;Maraudon
19098;9099;Maraudon Intance
19099;9100;Onyxia's Lair
19100;9101;Onyxia's Lair Piece
19101;9102;Onyxia's Lair
19102;9103;Ragefire Chasm
19103;9104;Razorfen Downs
19104;9105;Razorfen Downs Intance
19105;9106;Razorfen Kraul
19106;9107;Razorfen Kraul Intance
19107;9108;Wailing Caverns
19108;9109;Wailing Caverns Intance
19109;9110;Wailing Caverns Teeth
19110;9111;Gnomeragan
19111;9112;Gnomeragan Instance
19112;9113;Uldaman Piece
19113;9114;Uldaman Piece 2
19114;9115;Uldaman Piece 3
19115;9116;Uldaman Piece 4
19116;9117;Dragon Isles
19117;9118;Dragon Isles 2
19118;9119;Dragon Isles 3
19119;9120;Dragon Isles 4
19120;9121;Monestary Cathedral
19121;9122;Monestary Cementery
19122;9123;Monestary Library
19123;9124;Monestary War
19124;9125;Shadowfang
19125;9126;Shadowfang Instance
19126;9127;Stratholme Part
19127;9128;Stratholme Part 2
19128;9129;Stratholme Part 3
19129;9130;Stratholme Part 4
19130;9131;Algaz Gate
19131;9132;Animal Den
19132;9133;Anvilmar Pass
19133;9134;Barrow Dens
19134;9135;Corrupted Barrow Dens
19135;9136;Barrow Dens 2
19136;9137;Barrow Dens 3
19137;9138;Barrow Dens 4
19138;9139;Corrupted Barrow Dens 2
19139;9140;Ice Den
19140;9141;Jungle Den
19141;9142;Mushroom Den
19142;9143;Troll Den
19143;9144;Troll Den 2
19144;9145;Volcanic den
19145;9146;Warm Den
19146;9147;Tunnel Cave to Cave
19147;9148;Tunnel Cave to Cave (Ice)
19148;9149;Tunnel Cave to Cave Large
19149;9150;Tunnel Cave to Cave (Warm)
19150;9151;Alterac Valley Entrance
19151;9152;Alterac Valley Entrance (Snow)
19152;9153;Crypt
19153;9154;Crypt 2
19154;9155;Crypt 3
19155;9156;Crypt 4
19156;9157;Crypt 5 (Undead Starting Crypt)
19157;9158;Crypt School
19158;9159;Crypt Simple Entrance
19159;9160;Large Tunnel
19160;9161;Medium Tunnel
19161;9162;Medium Tunnel (Snow)
19162;9163;Small Tunnel
19163;9164;Small Tunnel (Snow)
19164;9165;Fishing Hole
19165;9166;Goldmine
19166;9167;Goldmine Small
19167;9168;Goldmine 2
19168;9169;Goldmine 3
19169;9170;Goldmine 4
19170;9171;Goldmine 5
19171;9172;Goldmine 6
19172;9173;Goldmine 7
19173;9174;Hive Arch
19174;9175;Hive Piece (exterior)
19175;9176;Hive Piece 2 (exterior)
19176;9177;Hive Piece 3 (exterior)
19177;9178;Hive Piece 4 (exterior)
19178;9179;Hive Piece 5 (exterior)
19179;9180;Mini-Hive 1
19180;9181;Mini-Hive 2
19181;9182;Mini-Hive 3
19182;9183;Mini-Hive 3 Albino
19183;9184;Mini-Hive 4
19184;9185;Mini-Hive 4 Albino
19185;9186;Mini-Hive 5
19186;9187;Mini-Hive 5 Albino
19187;9188;Mini-Hive 6
19188;9189;Mini-Hive 6 Albino
19189;9190;Horde Mine
19190;9191;Horde Mine 2
19191;9000;Ice Cave
19192;9000;Ice Cave Medium
19193;9000;Ice Cave 2
19194;9000;Ice Cave 3
19195;9000;Ice Cave 4
19196;9000;Jungle Cave
19197;9000;Jungle Cave Crystal
19198;9000;Jungle Cave Medium
19199;9201;Jungle Cave 2
19200;9202;Mountain Cave Medium
19201;9203;Mountain Cave Medium 2
19202;9204;Mountain Cave Medium 3
19203;9205;Mountain Cave Medium 4
19204;9206;Mountain Cave Medium 5
19205;9207;Mountain Cave Medium 6
19206;9208;Mountain Cave Medium 7
19207;9209;Mountain Cave Medium 8
19208;9210;Mushroom Cave
19209;9211;Mushroom Cave 2
19210;9212;Mushroom Cave 3
19211;9213;Mushroom Cave 4
19212;9214;Mushroom Cave 5
19213;9215;Mushroom Cave 6
19214;9216;Mushroom Cave 7
19215;9217;Mushroom Cave 8
19216;9218;Mushroom Cave 9
19217;9219;Mushroom Cave 10
19218;9220;Underwater Cave Medium
19219;9221;Warm Cave
19220;9222;Warm Cave Medium
19221;9223;Ogremound
19222;9224;Ogremound 2
19223;9225;Ogremound 3
19224;9226;Ogremound 4
19225;9227;Ogremound 5
19226;9228;Ogremound Medium
19227;9229;Ogremound 6
19228;9230;Ogremound 7
19229;9231;Ogremound 8
19230;9232;Pirate Ship
19231;9233;Pirate Ship 2
19232;9234;Ruined Fortress
19233;9235;Ruined Keep
19234;9236;Crypt Intance
19235;9237;Spidermane
19236;9238;Furbolg Cave
19237;9239;Timbermaw Hold
19238;9240;Scarley Monastery
19239;9241;Sunken Temple
19240;9242;Sunken Temple Instance
19241;9243;Hut
19242;9244;Observatory (snow)
19243;9245;Igloo
19244;9246;Igloo 2
19245;9247;Igloo 3
19246;9248;Igloo 4
19247;9249;Desert Building
19248;9250;Desert Building 2
19249;9251;Desert Building 3
19250;9252;Desert Building 4
19251;9253;Laboratory
19252;9254;Naga Pagoda
19253;9255;House
19254;9256;Abbey
19255;9257;Druid Tower
19256;9258;Guard Tower
19257;9259;Building
19258;9260;Inn
19259;9261;Giant Moonwell
19260;9262;Moonwell
19261;9263;Outpost
19262;9264;Small House
19263;9265;Gate
19264;9266;Blackrock Barracks
19265;9267;Barracks
19266;9268;Barracks (Swamp of Sorrows)
19267;9269;Blackrock Blacksmith
19268;9270;Blacksmith
19269;9271;Blacksmith (Swamp of Sorrows)
19270;9272;Blackrock Fortress
19271;9273;Fortress
19272;9274;Fortress (Swamp of Sorrows)
19273;9275;Blackrock Great Hall
19274;9276;Great Hall
19275;9277;Great Hall (Swamp of Sorrows)
19276;9278;Blackrock Hut
19277;9279;Hut
19278;9280;Inn
19279;9281;Blackrock Kennel
19280;9282;Kennel
19281;9283;Kennel (Swamp of Sorrows)
19282;9284;Blackrock Mage Tower
19283;387;Compendium of the Fallen
19284;422;Mythology of the Titans
19285;9287;Blackrock House
19286;9288;House
19287;9289;House (Swamp of Sorrows)
19288;9290;Blackrock Tower
19289;9291;Tower
19290;9292;Tower (Swamp of Sorrows)
19291;9293;Blackrock Tower Small
19292;9294;House Tower Small
19293;9295;Zeppelin House
19294;9296;Druid Tent
19295;9297;Hunter Tent
19296;9298;Hut Big
19297;9299;Hut
19298;9300;Hut 2
19299;9301;Tepee
19301;9302;Longhouse
19302;9303;Shaman Tent
19303;9304;Blackrock Troll Burrow
19304;9305;Troll Burrow (Swamp of Sorrows)
19305;9306;Troll Burrow
19306;9307;Troll Hotel
19307;9308;Troll Shop House
19308;9309;Troll Shopping Mall
19309;9310;Troll Hut Desert
19311;9312;Troll Hut
19312;9313;Troll Hut Small
19313;9314;Bridge
19314;9315;Durotar Rooted Rock
19315;9316;Gate
19316;9317;Theramore Docks
19317;9318;Bridge
19318;9319;Bridge
19319;9320;Tent
19320;9321;Bridge
19321;9322;Landing Pad
19322;9323;Monster Machine
19323;9324;Wheel Plataform
19324;9325;Gate
19325;9326;Everlook Walls
19326;9327;Darnassus
19327;9328;Orc Pvp Barracks City
19328;9329;Orgrimmar City
19329;9330;PvP Wall
19330;9331;PvP Wall
19331;9332;Druid Mesa
19332;9333;Druid Mesa 2
19333;9334;Giant Totem
19334;9335;Lower Mesa
19335;9336;Lower Mesa 2
19336;9337;Lower Mesa 3
19337;9338;Lower Mesa 4
19338;9339;Lower Mesa 5
19339;9340;Lower Mesa 6
19340;9341;Mid Mesa
19341;9342;Mid Mesa 2
19342;9343;Mid Mesa 3
19343;9344;Mid Mesa 4
19344;9345;Shaman Mesa
19345;9346;Undead Cave
19346;9347;Upper Mesa
19347;9348;Upper Mesa 2
19348;9349;Upper Mesa 3
19349;9350;Upper Mesa 4
19350;9351;Upper Mesa 5
19351;9352;Warrior Mesa
19352;9353;Warrior Mesa 1
19353;9354;Winterspring Cave
19354;9355;Anvilmar
19355;9356;Barracks (snow)
19356;9357;Barracks
19357;9358;Blacksmith (snow)
19358;9359;Blacksmith
19359;9360;Griffon Aviary
19360;9361;Guard Tower
19361;9362;Inn (snow)
19362;9363;Inn
19363;9364;Stable (snow)
19364;9365;Tower (snow)
19365;9366;Stable
19366;9367;Tavern (snow)
19367;9368;Tavern
19368;9369;Dark Iron Tower
19369;9370;Gates of Grim Batol
19370;9371;Ironforge
19371;9372;Dam
19372;9373;Excavation Plataform
19374;9374;Netherguard Walls
19375;9375;Cathedral
19376;9376;Slaughter House
19377;9377;Ziggurat
19378;9378;Tower Zeppelin
19379;9379;Uther Shrine
19380;9380;Durnholde Walls
19381;9381;Stromguard Walls
19382;9382;Troll City Arena
19383;9383;Undercity
19384;9384;Lordaeron Walls
19385;9385;Dark Portal
19386;9386;Warcraft 2 Dark Portal
19387;9387;Draenei Hut
19388;9388;Draenei Tower
19389;9389;Draenei Hut 2
19390;9390;Tank
19391;9391;Black Citadel
19392;9392;PvP Wall
19393;9393;PvP Wall 2
19394;9394;PvP Wall 3
19395;9395;Spike Wall
19396;9396;Booty Bay Entrance
19397;9397;Goblin Statue
19398;9398;Burnt People
19399;9399;Burnt People 2
19400;9400;Burnt People 3
19401;9401;Burnt People 4
19402;9402;Burnt People 5
19403;9403;Bridge 4
19404;9404;Burnt Giant Wheel
19405;9405;Lava Altar
19406;9406;Lava Bridge
19407;9407;Lava Plug
19408;9408;Lava Plug 2
19409;9409;Lava Shrine
19410;9410;Lothar Statue
19411;9411;Smoke
19412;9412;Goblin Melting Pot
19413;9413;Rock Bridge
19414;9414;Hanging Body
19415;9415;Hanging Body 2
19416;9416;Rock Arch
19417;9417;Rock Arch 2
19418;9418;Rock Arch 3
19419;9419;Wagon
19420;9420;Ogremound 9
19421;9421;Covered Bridge
19422;9422;Darkshire Entrance
19423;9423;Guard Tower
19424;9424;Chasm Bridge
19425;9425;Coffin
19426;9426;Coffin Lid
19427;9427;Darkshire Entrance
19428;9428;Barn
19429;9429;Hay Stack
19430;9430;Hay Wagon
19431;9431;Hearse
19432;9432;Scarecrow
19433;9433;Wheat
19434;9434;Fence Segment
19435;9435;Gate
19436;9436;Cementery Gate
19437;9437;Grave Frame
19438;9438;Cementery Gate 2
19439;9439;Gate Segment
19440;9440;Mausoleum
19441;9441;Dirt Mound
19442;9442;Tomb Stone 1
19443;9443;Tomb Monument
19444;9444;Rock Wall
19445;9445;Warning Tree
19446;9446;Portal Gate
19447;9447;Blacksmith
19448;9448;Distillery
19449;9449;Guard Tower 2
19450;9450;Watch Tower
19451;9451;Stormwind Gate Old
19452;9452;Human Ballista
19453;9453;Orc Catapult
19454;9454;Fence
19455;9455;Stone Fence
19456;9456;Eye Of Azora
19457;9457;Lamp Post
19458;9458;Rock Monument
19459;9459;Ruined Fountain
19460;9460;Lion Statue
19461;9461;Stone Pyre
19462;9462;Water Basin
19463;0;Cliffspring Falls Cave Mouth
19464;0;Dreadmist Peak Pool
19465;9465;Karazahn Portcullis
19466;9466;Karazahn Chandelier
19467;9467;Karazahn Pedestal
19468;9468;Karazahn Pedestal 2
19469;9469;Karazahn Sconce
19470;9470;Karazahn Sconce 2
19471;9471;Karazahn Sconce 3
19472;9472;Karazahn Sconce 4
19473;9473;Karazahn Sconce 5
19474;9474;Karazahn Sconce 6
19475;9475;Karazahn Sconce 7
19476;9476;Karazahn Starlab
19477;9477;Karazahn Table
19478;9478;Karazahn Throne
19479;9479;Dock
19480;9480;Dock 2
19481;9481;Small Boat
19482;9482;Troll Watch Tower
19483;9483;Holy Spring Well
19484;9484;Small Boat
19485;9485;Snake Statue
19486;9486;Lighthouse
19487;9487;Stable
19488;9488;Emerald Dream Catcher
19489;9489;Emerald Dream Catcher 2
19490;9490;Emerald Dream Catcher 3
19491;9491;Emerald Dream Catcher 4
19492;9492;Emerald Dream Giant
19493;9493;Emerald Dream Spinning Flower
19494;9494;Emerald Dream Fountain Tree
19495;9495;Emerald Dream Fountain Tree 2
19496;9496;Emerald Dream Fountain Tree 3
19497;9497;Emerald Dream Fountain Tree 4
19498;9498;Emerald Dream Fountain Tree 5
19499;9499;Caverns of Time Door
19500;9500;Caverns of Time Portal Particles
19501;9501;Caverns of Time Standing Stone
19502;9502;Caverns of Time Standing Stone 2
19503;9503;Caverns of Time Portal
19504;9504;Bed
19505;9505;Waterfall 3
19506;9506;Mountain King Statue
19507;9507;Fountain
19508;9508;Franger Statue
19509;9509;Mage Statue
19510;9510;Spearman Statue
19511;9511;Sunshield Statue
19512;9512;Sunshield Statue 2
19513;9513;Twinblades Statue
19514;9514;Captain Statue
19515;9515;Captain Statue 2
19516;9516;Crusader Statue
19517;9517;Crusader Statue 2
19518;9518;Crusader Statue 3
19519;9519;Human Statue
19520;9520;Paladin Statue
19521;9521;Priest Statue
19522;9522;Cauldron
19523;9523;Cracked Ice
19524;9524;Gnomeragan Door
19525;9525;Sunken Temple Portcullis
19526;9526;Uldaman Door
19527;9527;Instance Portal
19528;9528;Instance Portal Green
19529;9529;Instance Portal Red
19530;9530;Instance Portal White
19531;9531;Mage Portal
19532;9532;Meeting Stone
19533;9533;Meeting Stone 2
19534;210;Anton's Letter of Commendation
19535;390;Serpentbloom
19536;192;Crackling Campfire
19537;9537;Gem Rock
19538;426;Small Wisp
19539;427;Medium Wisp
19540;428;Large Wisp
19541;378;Deepmoss Eggs
19542;378;Deepmoss Eggs
19543;0;Deepmoss Eggs trap
19544;431;Jin'Zil's Smoke
19545;386;The Oracle Glade
19546;386;Dolanaar
19547;243;Venture Co. Explosives Wagon
19548;621;Eye of Azora
19549;367;Shadowglen Moonwell
19550;433;Starbreeze Moonwell
19551;434;Pools of Arlithrien Moonwell
19552;435;Oracle Glade Moonwell
19553;22;Greatwood Vale
19554;22;Stonetalon Peak
19555;22;Windshear Crag
19556;22;The Charred Vale
19557;22;Welcome
19564;22;Greatwood Vale
19565;22;Sun Rock Retreat
19566;22;Desolace
19567;22;Stonetalon Peak
19568;22;The Barrens
19572;388;Desolace
19573;388;Stonetalon Peak
19574;388;Windshear Crag
19575;388;Greatwood Vale
19576;388;The Barrens
19577;22;The Charred Vale
19578;388;Windshear Crag
19579;388;Desolace
19580;388;Greatwood Vale
19581;388;Stonetalon Peak
19582;309;Goblin Shredder Suit
19583;309;Sun Rock Retreat
19584;9584;Deadmines Door 2
19585;22;Venture Co. Stonetalon Mtns. Project
19586;446;The Toxic Fogger
19587;437;Monestary Hall Door
19588;9588;Monestary Secret Door
19589;9589;Portcullis Active
19590;1287;Venture Co. Wagon Trap
19591;367;Venture Co. Wagon (Blue)
19592;191;NG-5 Explosives (Red)
19593;9593;Wrought Iron Door
19594;367;Venture Co. Copter Pad
19595;438;Gatekeeper's Hold
19596;439;Sleepers' Cache
19597;439;Druids' Cache
19598;439;Barrow Cache
19599;236;Talon Den Hoard
19600;367;Venture Co. Wagon (Red)
19601;191;NG-5 Explosives (Blue)
19602;440;Venture Co. Engineering Plans
19603;107;Venture Co. Documents
19604;9604;Undead Campfire
19605;9605;Undead Fire Large
19606;9606;Undead Fire Small
19607;9607;Plagued Fountain
19608;9608;Snow Fountain
19609;9609;Human Fountain
19610;9610;Undead Fountain
19611;9611;Gryphon Roost
19612;9612;Mortar
19613;9613;Rifle
19614;9614;Bomb
19615;9615;Dynamite
19616;9616;Mortar Shell
19617;9617;Rifle 2
19618;9618;Tripod
19619;9619;Gypsy Wagon
19620;9620;General Outpost
19621;9621;General Outpost 2
19622;9622;Sarcophagus
19623;9623;Shack
19624;9624;Shop Counter
19625;9625;Shop Counter 2
19626;9626;Human Sign Post
19627;9627;Alleria Statue
19628;9628;Danath Statue
19629;9629;Khadgar Statue
19630;9630;Kurdran Statue
19631;9631;Lion Statue
19632;9632;Turalyon Statue
19633;9633;Uther Statue
19634;9634;Iron Maiden
19635;9635;Rack
19636;9636;Stocks
19637;9637;Human Vendor Tent
19638;9638;Great Wall Portcullis
19639;9639;Pick Axe
19640;9640;Crimson Wall Shield
19641;9641;Human Arrow
19642;9642;Human Arrows
19643;9643;Axe
19644;9644;Axe 2
19645;9645;Bow
19646;9646;Bow 2
19647;9647;Hammer
19648;9648;Hammer 2
19649;9649;Mace
19650;9650;Mace 2
19651;9651;Spear
19652;9652;Spear 2
19653;9653;Staff
19654;9654;Staff 2
19655;9655;Sword
19656;9656;Sword 2
19657;9657;Arrow
19658;9658;Wall Shield
19659;9659;Wall Sword
19660;9660;Wooden Stairs
19661;9661;Wooden Stairs 2
19662;9662;Prison Cell
19663;9663;Brass Doors
19664;9664;Night Elf Owl Banner
19665;9665;Night Elf Tree Banner
19839;308;The Barrens
19840;308;Freewind Post
19841;308;The Shimmering Flats
19842;308;Feralas
19843;308;Freewind Post
19844;308;The Great Lift
19845;308;The Barrens
19846;308;The Shimmering Flats
19847;388;Thalanaar
19848;308;Freewind Post
19849;308;The Shimmering Flats
19850;308;Tanaris
19851;308;The Great Lift
19852;308;The Barrens
19853;308;Freewind Post
19854;308;The Barrens
19855;308;Tanaris
19856;388;The Barrens
19857;388;The Shimmering Flats
19859;388;Feralas
19861;447;Henrig Lonebrow's Journal
19862;404;Glowing Soulgem
19863;386;Maestra's Post
19868;449;Rocket Car Rubble
19869;450;Rocket Car Rubble
19870;451;Rocket Car Rubble
19871;452;Rocket Car Rubble
19872;453;Rocket Car Rubble
19873;454;Rocket Car Rubble
19874;273;Anvil
19875;14;Fresh Lion Carcass
19876;367;Flame of Uzel
19877;41;Velinde's Locker
19878;336;Parts Crate
19879;327;Red Soulgem
19897;32;Cask of Fool's Stout
19901;465;Circle of Imprisonment
19902;233;Forge
19903;384;Indurium Mineral Vein
19904;457;Mok'Morokk's Snuff
19905;459;Mok'Morokk's Grog
19906;10;Mok'Morokk's Strongbox
20351;327;Blue Soulgem
20352;343;Circle of Imprisonment
20356;199;Campfire
20358;45;White Smoke Emitter - scale 0.2
20359;477;Egg of Onyxia
20447;335;Harpy Foodstuffs
20649;455;Undervator
20650;462;upperLdoor
20651;462;lowerLdoor
20652;455;Undervator
20653;462;upperLdoor
20654;462;lowerLdoor
20655;455;Undervator
20656;462;upperLdoor
20657;462;lowerLdoor
20689;273;Anvil
20691;1;Cozzle's Footlocker
20694;199;Campfire
20724;249;Dor'Danil Pillar
20725;470;The Legacy of the Aspects
20726;470;Beginnings of the Undead Threat
20727;335;Gizmorium Shipping Crate
20737;472;Keenly Disguised Barrel
20805;220;Rizzle's Unguarded Plans
20806;473;Ashenvale Moonwell
20807;475;Ancient Brazier
20808;3015;Ship (The Maiden's Fancy)
20811;649;Mine
20812;629;Orc Tower
20816;628;Guard Tower
20817;2170;Holding Pen
20818;4691;Night Elf Moon Well
20819;368;Moon Well 2
20820;3534;Giant Sea Turtle
20821;3531;Giant Turtle
20822;2410;Landing Pad
20823;467;Player Housing
20824;629;Orc Tower
20827;471;Stormwind City
20829;192;Campfire
20830;192;Campfire
20849;200;Bonfire
20850;192;Crackling Campfire
20869;216;Cauldron
20870;216;Cauldron
20871;216;Cauldron
20877;216;Cauldron
20881;192;Flickering Campfire
20898;199;Burning Pile of Bones
20899;243;Venture Co. Explosives Wagon
20917;263;Blue aura. short column. scale 3
20920;683;Blueleaf Tuber
20923;478;Stone of Remembrance
20925;318;Captain's Footlocker
20939;148;Bogbean Plant
20962;192;Campfire
20965;192;Campfire
20966;192;Campfire
20968;192;Campfire
20969;396;Scourge Campfire
20975;197;Brazier
20977;200;Troll Bonfire
20981;192;Campfire
20982;192;Campfire
20985;498;Loose Dirt
20986;197;Forge
20989;192;Campfire
20990;192;Campfire
20991;192;Campfire
20992;58;Black Shield
21004;519;Monument to Grom Hellscream
21007;192;Campfire
21008;192;Campfire
21009;192;Campfire
21015;520;Hoofprints
21016;520;Hoofprints
21042;522;Theramore Guard Badge
21052;10;Defias Strongbox
21053;150;Sentry Point
21054;150;North Point Tower
21055;150;The Barrens
21056;150;Theramore Isle
21057;26;Foothold Citadel
21058;26;The Docks
21059;26;Dustwallow Marsh
21060;26;The Docks
21061;26;Foothold Citadel
21062;26;Dustwallow Marsh
21063;26;Foothold Citadel
21064;26;Dustwallow Marsh
21065;26;The Docks
21066;26;The Docks
21067;26;Foothold Citadel
21068;26;Dustwallow Marsh
21069;150;Theramore Isle
21070;150;Sentry Point
21071;150;North Point Tower
21072;150;The Barrens
21073;150;Sentry Point
21074;150;Theramore Isle
21075;150;North Point Tower
21076;150;The Barrens
21077;150;Shady Rest Inn
21078;150;North Point Tower
21079;150;Theramore Isle
21080;150;Shady Rest Inn
21081;150;The Barrens
21082;309;Brackenwall Village
21083;309;The Barrens
21084;309;Stonemaul
21085;309;The Barrens
21086;309;Brackenwall Village
21087;309;Stonemaul
21088;309;BEWARE!
21089;309;You are entering the Dragonmurk
21099;523;ward
21117;460;Portal of Aku'Mai
21118;524;Fire of Aku'mai
21119;524;Fire of Aku'mai
21120;524;Fire of Aku'mai
21121;524;Fire of Aku'mai
21128;525;Orc Spy Report
21277;528;Crate with Holes
21282;192;Campfire
21308;192;Campfire
21327;192;Campfire
21459;192;Campfire
21509;538;The Shady Rest Inn
21530;447;Snufflenose Owner's Manual
21581;558;Aftermath of the Second War
21582;559;Beyond the Dark Portal
21583;560;The Kaldorei and the Well of Eternity
21678;166;Anvil
21679;209;Forge
21680;787;Duel Flag
21701;166;Anvil
22205;199;Dwarven Fire
22207;199;Dwarven Fire
22208;199;Dwarven Fire
22216;197;Dwarven Brazier
22217;197;Dwarven Brazier
22218;197;Dwarven Brazier
22219;197;Dwarven Brazier
22220;197;Dwarven Brazier
22221;197;Dwarven Brazier
22222;197;Dwarven Brazier
22223;199;Dwarven Fire
22229;199;Dwarven Fire
22230;199;Dwarven Fire
22231;199;Dwarven Fire
22234;325;Signal Torch
22245;323;Sack of Meat
22246;219;Tear of Theradras
22248;39;Merchant Chair
22249;39;Wooden Chair
22253;39;Head Chair
22257;91;War Room Chair
22530;39;Wooden Chair
22531;39;Wooden Chair
22533;39;Wooden Chair
22534;39;Wooden Chair
22535;39;Wooden Chair
22536;39;Wooden Chair
22537;39;Wooden Chair
22538;39;Wooden Chair
22540;39;Wooden Chair
22541;39;Wooden Chair
22543;39;Wooden Chair
22544;39;Wooden Chair
22545;39;Wooden Chair
22546;39;Wooden Chair
22547;39;Wooden Chair
