long,byte,byte,byte,byte,byte,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,
127,225,122,212,63,51,171881267,-516152361,524276858,721420366,-16777215,67108865,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,-855638016,4115660,0,0,0,0,0,0,0,0,0,0,0,-16777216,52174079,1768,2,1073741824,0,
128,113,61,74,62,0,4096000,855638016,440382259,-687865854,0,1711276033,452984832,687865856,54366044,83886080,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,1711276032,4154982,0,0,0,0,-1203625984,-1539406562,4111728,1715372032,4122214,4386816,4481280,-16777216,67108863,0,0,1073741824,0,
129,236,81,72,63,244,457049341,-1707287249,1514117529,738197505,704643073,1107296256,452984832,1375731712,54369976,50331648,0,4186112,4206592,0,4145152,0,0,0,0,0,0,0,0,-1711276032,4184473,0,0,0,0,-1895825408,-331549246,-1371654063,524247367,4164485,4300800,4227072,-12615680,55604853,0,0,1073741824,0,
130,0,0,128,63,86,4153614,-855638016,-901837620,738197504,771751937,536870913,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,1711276032,4260454,0,0,0,0,0,0,0,0,0,4323328,4300800,-12476416,54603318,0,0,1073741824,0,
131,0,0,128,63,154,4102553,-1711276032,-213935719,738197505,-1879048191,1073741828,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,4198400,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,66863892,0,0,1073741824,0,
132,0,0,128,63,175,4109716,-1711276032,-213935719,738197505,-1879048191,1073741828,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,4198400,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,50358784,0,0,1073741824,0,
133,0,0,128,63,29,4099896,-1711276032,-213935719,738197505,-117440511,1073741830,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,4198400,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67108863,0,0,1073741824,0,
134,0,0,128,63,154,4102553,-1711276032,-213935719,738197505,-1879048191,1073741828,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,4198400,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,50397183,0,0,1073741824,0,
138,0,0,128,63,1,4142157,0,-415195136,3,1845493760,-1073741818,452984832,0,50331648,50331648,0,4194304,4227072,0,0,0,0,956301312,-1707112268,-2025719399,239094038,-1010921282,-1010812683,4208885,4169728,0,0,0,0,0,0,0,0,0,172095488,-1707334697,2084592025,83886079,0,0,1073741824,0,
139,0,0,128,63,86,4153614,-1711276032,-893404775,738197504,-1879048191,1073741828,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,1711276032,4260454,0,0,0,0,0,0,0,0,0,4300800,4300800,-12476416,58720320,0,0,1073741824,0,
140,205,204,204,61,0,171868160,-516152361,-801123206,-939524089,-16777216,201326593,0,0,0,0,0,0,0,0,4145152,0,-1711276032,2000673177,1715429677,4253286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,54948720,1829,0,1073741824,0,
141,72,225,250,62,23,4084151,-1711276032,390076825,738197505,771751937,1174405121,0,167772160,54338519,50331648,0,4194304,4268032,-553648128,-2059461664,-1203826197,4171038,-29458432,-851470124,625044684,-742539002,12460254,0,0,0,0,-1207959552,-1195292386,4278558,0,0,0,0,-855638016,4213964,0,-16777216,67108863,1834,0,1073741824,0,
142,12,2,171,62,205,3984588,855638016,2101293875,721420288,-1879048191,100663300,0,167772160,54338519,50331648,0,4194304,-331329536,4077649,-335544320,-1891747759,4126146,-956301312,859769018,4301619,0,0,0,-855638016,-2025927476,-2017441514,272648470,-1371506344,12644679,-1711276032,524163481,-1371608187,4088135,4145152,0,0,-1795162112,67108863,0,0,1073741824,0,
143,90,100,27,63,29,1111396152,859563360,-792775885,-939524089,-16777216,67108865,452984832,-1543503872,4103536,0,0,0,0,-704643072,4152773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,58785791,1847,0,1073741824,0,
144,0,0,128,63,163,4103169,0,851456000,-33554432,-1879048192,1073741828,33554432,0,67108864,50331648,0,4194304,4227072,0,4145152,-1203863552,4097310,4169728,-1124073472,11896375,0,-1207959552,-1203680994,4278558,0,0,0,0,0,0,0,0,0,0,1354874880,-1707087987,-12559975,50335225,0,0,1073741824,0,
145,66,96,37,63,35,1111386954,3892576,-805306368,-939524089,771751936,1979711489,0,520093696,54356869,50331648,-855638016,1715477708,-683635098,272576675,-851593606,1212075212,4127457,0,0,0,0,0,0,0,4096000,0,0,0,0,-1207959552,171918622,-851467305,171855052,4105175,4376576,4409344,-16777216,67081727,1860,0,1073741824,0,
146,102,102,22,63,111,4132336,-855638016,-608203572,738197509,1375731713,671088640,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,-750785332,4071646,0,0,0,0,0,4186112,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314699776,-851419005,-12538676,67108863,0,0,1073741824,0,
147,199,75,87,63,29,4099896,855638016,-1539329229,738197504,16777217,1509949440,452984832,-335544320,104675409,100663296,0,4235264,4263936,0,4145152,0,-855638016,-2025911092,1715460374,12691046,0,0,0,0,0,0,0,0,0,0,4128768,4161536,0,0,4300800,4227072,-12615680,56598637,1865,0,1073741824,0,
148,137,65,112,63,199,4122810,-1711276032,-1530930791,738197504,-16777215,1174405121,0,167772160,54305751,50331648,0,4194304,4268032,-838860800,-2059468152,-1203826197,4171038,540966912,-1119948479,632653367,-742539002,12460254,0,0,0,0,-1207959552,-1195292386,4278558,0,0,0,0,-855638016,4213964,0,-16777216,55081336,0,0,1073741824,0,
149,0,0,128,63,201,4173942,-1711276032,-398485095,738197507,-16777215,1744830465,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-855638016,-29319988,-1119905580,11896375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1941905408,4155611,-12615680,58083684,0,0,1073741824,0,
150,111,18,131,62,35,2134797130,3947626,268435456,1291845636,16777216,536870912,436207616,1375731712,54369976,50331648,0,4194304,-1707048960,-1539466855,4160880,167772160,-1707170857,2034112921,-851433751,1447070924,-20984562,801085652,-1019174691,-1707035403,4196761,0,0,0,0,4467840,0,0,0,0,-2092841984,4168384,-12582912,67108863,0,0,1073741824,0,
151,0,0,128,64,0,4112384,0,-398491648,738197507,1291845633,1879048195,452984832,0,50331648,50331648,0,4194304,4227072,0,-851492864,-851587892,4050124,71319552,4030637,-2025914368,-2017441514,4213014,0,0,0,0,0,0,0,-855638016,4050124,-851443712,-851587892,4082892,4363776,4210688,-12517376,50267391,1870,0,1073741824,0,
153,102,102,22,63,111,4132336,-855638016,499092684,738197505,1375731713,1744830464,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,-750785332,4071646,0,0,0,0,0,4186112,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314699776,-851419005,-12538676,67108863,0,0,1073741824,0,
154,102,102,22,63,222,4198035,1711276032,490735206,738197505,-1879048191,1207959556,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,-750785332,4071646,0,0,0,0,0,4186112,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,-1706954752,-851357287,-12538676,57094207,0,0,1073741824,0,
155,133,235,249,63,237,-851461619,-1707258676,-1522558567,738197504,771751937,1409286145,452984832,1711276032,54388326,50331648,0,4186112,4206592,1224736768,1379877021,-163635528,4168744,0,0,0,0,0,0,0,0,0,0,0,0,167772160,-331570217,171849809,524133335,4123525,4300800,4227072,-12615680,57164372,0,0,1073741824,0,
157,205,204,204,61,0,4096000,-520093696,-801123206,-939524089,-16777216,1275068417,0,0,0,0,0,0,0,-1543503872,-1019249296,-1891686155,-851462718,-1640051508,4239343,4194304,0,0,0,0,0,0,1694498816,12484778,0,0,0,0,0,0,4300800,4227072,-12615680,67108863,0,0,1073741824,0,
158,133,235,249,63,237,-851461619,-1707258676,-1522558567,738197504,771751937,1140850689,452984832,1711276032,54388326,50331648,0,4186112,4206592,1224736768,1379877021,-163635528,4168744,0,0,0,0,0,0,0,0,0,0,0,0,167772160,-331570217,171849809,524133335,4123525,4300800,4227072,-12615680,57164372,0,0,1073741824,0,
159,205,204,204,61,10,3941335,0,-79650816,721420289,721420289,671088644,285212672,0,50331648,50331648,0,4194304,4214784,0,0,0,-1711276032,1446943129,4245774,4333568,0,0,0,0,0,0,0,0,0,-1711276032,524163481,-1371608187,4088135,4145152,-163428352,4268072,-12476416,67108863,0,0,1073741824,0,
160,205,204,204,61,23,4084151,0,-79650816,721420289,721420289,536870916,285212672,0,50331648,50331648,0,4194304,4214784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1711276032,524163481,-1371608187,4088135,4145152,-163428352,4268072,-12494848,67108863,1915,0,1073741824,0,
161,102,102,22,63,111,4132336,-855638016,-608203572,738197509,-2130706431,671088641,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,-750785332,4071646,0,0,0,0,0,4186112,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314699776,-851419005,-12538676,67108863,0,0,1073741824,0,
162,244,253,204,63,154,4102553,-1711276032,-398485095,738197507,973078529,1610612742,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,4128768,0,0,0,0,0,0,4231168,0,0,0,0,0,4128768,4161536,4128768,4128768,-851304448,4050124,-12566528,65465344,1920,0,1073741824,0,
163,0,0,128,62,154,4102553,-1711276032,-398485095,738197507,721420289,1073741828,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128768,4161536,4128768,4128768,-851304448,4050124,-12566528,65465344,0,0,1073741824,0,
164,0,0,128,63,154,4102553,-1711276032,-398485095,3,-1879048192,1207959556,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-1711276032,-1019274855,859814133,4264755,0,0,0,0,4268032,0,-2030043136,-2025862890,4180246,-855638016,-331428660,-2059454383,1379865067,4103864,12619776,4194304,-12615680,50391220,1925,0,1073741824,0,
165,0,0,128,63,154,4102553,-1711276032,-398485095,738197507,-1879048191,1207959556,754974720,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-1711276032,-1019274855,859814133,4264755,0,0,0,-855638016,-2025775924,-2025862890,-2025862890,-2017474282,12568854,-855638016,-851505972,-1371583284,-851549881,4115660,4300800,4227072,-12615680,50584239,0,0,1073741824,0,
166,0,0,128,63,154,4102553,-1711276032,-398485095,738197507,-1879048191,1207959556,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,-2025947136,4180246,0,0,0,0,0,-2025775104,-2025830122,-2025830122,-2025862890,4180246,-2063597568,-1707142677,-851486311,-851555124,4115660,4300800,4227072,-12615680,50516135,0,0,1073741824,0,
167,0,0,128,63,154,4102553,-1711276032,-398485095,738197507,-1879048191,1207959556,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,855638016,-2025901261,-851457770,4267212,0,0,0,-855638016,-2025775924,-2017474282,-2017474282,-2017474282,12568854,-855638016,-851522356,2067745996,691940884,4099932,4300800,4227072,-12615680,50514594,0,0,1073741824,0,
168,0,0,128,63,154,4102553,-1711276032,-398485095,3,-1879048192,1711276036,452984832,2063597568,54341140,50331648,0,4194304,1027637248,4118282,-851492864,1899941068,-1707111875,-1019274855,859814133,4264755,0,0,0,0,0,0,-2030043136,-2025862890,4180246,-855638016,-331428660,-2059454383,1379865067,4103864,1455529984,4234510,-12615680,50391220,0,0,1073741824,0,
169,0,0,128,63,154,4102553,-1711276032,-398485095,3,-1879048192,1711276036,452984832,2063597568,54341140,50331648,0,4194304,1027637248,4118282,-851492864,1899941068,-1707111875,-1019274855,859814133,4264755,0,0,0,0,0,0,-2030043136,-2025862890,4180246,-855638016,-331428660,-2059454383,1379865067,4103864,1447141376,4234510,-12615680,50391220,0,0,1073741824,0,
173,57,180,0,64,29,-331444424,4012113,-364904448,-939524093,1543503872,134217733,452984832,-520093696,4068474,0,0,0,0,1224736768,4145309,0,-1711276032,557750681,859833008,4272947,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,74805993,1938,0,1073741824,0,
174,174,71,97,63,11,171849764,3941335,-398458880,-939524093,771751936,134217729,0,0,0,0,0,0,0,0,1212104704,339671777,-851490898,1379814604,4228792,4321280,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,50331647,0,0,1073741824,0,
175,174,71,97,63,11,171849764,3941335,-398458880,-939524093,-2130706432,134217729,0,0,0,0,0,0,0,0,1212104704,339671777,-851490898,1379814604,4228792,4321280,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,50331647,0,0,1073741824,0,
176,57,180,0,64,29,-331444424,4012113,-364904448,-939524093,1543503872,134217733,452984832,-520093696,4068474,0,0,0,0,1224736768,4145309,0,-1711276032,557750681,859833008,4272947,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,74805993,1943,0,1073741824,0,
177,57,180,0,64,29,-331444424,4012113,-364904448,-939524093,1543503872,134217733,452984832,-520093696,4068474,0,0,0,0,1224736768,4145309,0,-1711276032,557750681,859833008,4272947,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,74805993,1948,0,1073741824,0,
178,174,71,97,63,11,171849764,3941335,-398458880,-939524093,-1879048192,134217732,0,0,0,0,0,0,0,0,1212104704,339671777,-851490898,1379814604,4228792,4321280,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,35378878,0,0,1073741824,0,
179,57,180,0,64,29,-331444424,4012113,-364904448,-939524093,1543503872,134217733,452984832,-520093696,4068474,0,0,0,0,1224736768,4145309,0,-1711276032,557750681,859833008,4272947,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,74805993,1953,0,1073741824,0,
180,174,71,97,63,11,171849764,3941335,-398458880,-939524093,-1862270976,134217733,0,0,0,0,0,0,0,0,1212104704,339671777,-851490898,1379814604,4228792,4321280,0,0,0,0,0,0,0,0,0,4338688,0,0,0,0,0,0,-16777216,43484232,0,0,1073741824,0,
182,12,2,171,62,0,4071057,0,2101346304,721420288,771751937,1979711489,0,167772160,54338519,50331648,0,4194304,171986944,4146135,-1711276032,-1891755623,4126146,-956301312,859769018,4301619,0,0,0,-855638016,-2025927476,-2017441514,272648470,-1371506344,12644679,-1711276032,524163481,-1371608187,4088135,4145152,4334592,4227072,-12615680,67108863,1958,0,1073741824,0,
183,102,102,22,63,23,4084151,-1711276032,-255895143,738197504,-1090519039,1744830470,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750798439,4071646,0,0,0,0,855638016,4166451,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,599934976,859867611,-46070989,34742012,0,0,1073741824,0,
184,0,0,128,63,154,4102553,-1711276032,-398485095,3,-1879048192,1174405124,452984832,2063597568,54341140,50331648,0,4194304,1027637248,4118282,-851492864,1899941068,-1707111875,-1019274855,859814133,4264755,0,0,0,0,0,0,-2030043136,-2025862890,4180246,-855638016,-331428660,-851494831,1379814604,4103864,1447141376,4234510,-12615680,65536121,1971,0,1073741824,0,
186,63,53,94,62,154,4102553,-1711276032,-398485095,738197507,16777217,1207959552,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,-29360128,4167892,625016832,-742506234,12460254,0,0,4161536,0,-33554432,4202708,0,-855638016,-1371616052,-851500729,-851522356,4148428,4290560,4227072,-12615680,67108863,1976,0,1073741824,0,
189,123,20,78,64,65,1866390513,3867410,-398467072,738197507,771751937,1140850689,117440512,-1543503872,54410608,50331648,0,4194304,-1707048960,1245714841,-851480052,-851522356,1715424460,-1371576730,1715499335,-1203665306,-373304034,1790955814,-1371502404,4256071,0,0,788529152,-851402531,4268236,0,0,0,0,0,4300800,4227072,-12615680,50396928,1981,0,1073741824,0,
190,205,204,204,61,51,4076339,0,-1224736768,738197515,1493172225,134217729,436207616,0,50331648,50331648,0,4194304,4227072,-1543503872,4160880,0,4096000,423632896,859880964,4297523,0,0,0,1711276032,4179558,67108864,4030637,0,0,4447872,0,0,0,0,-2092949504,-851453248,-12542772,50331647,0,0,1073741824,0,
191,0,0,128,63,0,4071057,0,-398442496,738197507,771751937,1073741825,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,1614708736,1715445989,12609126,0,788529152,-851402531,4268236,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,117440384,0,0,1073741824,0,
192,102,102,22,63,111,4132336,-1711276032,499141017,738197505,1375731713,1610612736,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,541060300,4124993,234881024,633245886,1782464774,457214140,4250927,624943104,-2084683514,1614772561,792703205,4235485,-1895825408,-1019284030,-1203820299,-851540706,4132044,314699776,-851419005,-12538676,67108736,0,0,1073741824,0,
193,102,102,22,63,30,4168214,-1711276032,499079577,1,1375731712,1610612736,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,1711276032,-750719386,4071646,0,0,1694498816,-1371635542,4190535,4186112,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314674176,-851419005,-12538676,66071296,0,0,1073741824,0,
194,133,235,49,64,51,4076339,0,-402653184,-939524093,1493172224,83886081,33554432,-855638016,4050124,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,50331647,0,0,1073741824,0,
195,102,102,22,63,205,4132044,-855638016,-608203572,5,-1459617792,671088641,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,-750785332,4071646,0,0,0,0,0,4186112,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314699776,-851419005,-12538676,67108863,0,0,1073741824,0,
196,0,0,128,63,0,4128768,-1711276032,-398485095,738197507,973078529,1073741830,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,62455938,0,0,1073741824,0,
197,0,0,64,63,154,4102553,-1711276032,-398485095,738197507,-1308622847,1207959555,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,826179584,4244488,12732416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67045881,2026,0,1073741824,0,
199,160,26,135,63,163,4103169,0,-390029312,738197507,-1879048191,1174405124,452984832,-2063597568,87953899,83886080,-1711276032,-851424871,4115660,0,0,167772160,3974103,0,-855638016,12537036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,54526080,2031,0,1073741824,0,
200,0,0,128,63,175,4109716,0,-390066176,738197507,-1879048191,-1073741820,452984832,0,50331648,50331648,0,4194304,4227072,1090519040,4142065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,50331833,0,0,1073741824,0,
201,0,0,128,63,164,4171487,0,-390053888,738197507,-1308622847,-369098749,117440512,0,16777216,50331648,0,4194304,4227072,1094631424,4142065,0,0,0,0,0,0,0,0,0,4096000,0,0,0,0,0,0,0,0,0,180434944,1715217367,-12622234,50331739,0,0,1073741824,0,
202,0,0,128,63,10,3941335,-855638016,-390075188,738197507,-268435455,-369098749,117440512,0,16777216,50331648,0,4194304,4227072,1094631424,4142065,0,0,0,0,0,0,0,0,0,4096000,0,0,0,0,0,0,0,0,0,1111599104,1715473760,-12622234,67108608,0,0,1073741824,0,
203,0,0,128,63,233,4129062,-1711276032,-364930663,738197507,-1879048191,1912602628,452984832,-335544320,54310993,100663296,1711276032,859868774,-1707035853,-515925607,171840267,171746263,3974103,0,0,0,0,0,0,0,0,0,0,0,0,0,1547599872,4129423,0,0,-381521920,4178214,-12615680,66978207,0,0,1073741824,0,
206,0,0,128,63,233,4129062,-1711276032,-364930663,738197507,-1879048191,1912602628,452984832,520093696,54356869,100663296,1711276032,859868774,-1707035853,-515925607,171840267,171746263,3974103,0,0,0,0,0,0,0,0,0,0,0,0,-1207959552,1212056862,4127457,0,0,-381521920,4178214,-12615680,50331903,0,0,1073741824,0,
207,113,61,74,62,0,4096000,0,-398458880,-939524093,-2080374784,-2080374784,855638016,0,0,0,0,0,-855638016,4140236,4145152,0,-855638016,-549532468,1715469647,-2092874138,624916817,1790886150,138448060,12615852,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,0,0,1073741824,0,
208,174,71,97,63,199,-1707153222,3971481,-398491648,738197507,-1879048191,1811939332,452984832,-520093696,4068474,0,0,0,0,0,171917312,691905495,1715343196,1446962790,4181262,12681216,0,0,0,-855638016,960466124,-1665169228,-1849749308,-1203720979,4247838,0,0,0,0,0,1111591936,859835744,-12541133,67108608,0,0,1073741824,0,
209,174,71,97,63,1,-1707133875,3971481,-398491648,738197507,-1879048191,1811939332,452984832,-520093696,4068474,0,0,0,0,0,171917312,691905495,1715343196,1446962790,4181262,12681216,0,0,0,-855638016,960466124,-2017490764,-1195357930,-1203711714,4247838,0,0,0,0,0,-1102974976,-851392865,-12483380,67043328,0,0,1073741824,0,
211,12,2,171,62,147,4151977,0,2101346304,721420288,771751937,-704643071,0,167772160,54338519,50331648,0,4194304,171986944,4146135,-1711276032,-1891755623,4126146,-952107008,-1707145030,4233625,0,0,0,-855638016,-2025927476,-2017441514,272648470,-1371506344,12644679,-167772160,4152360,339730432,4163502,4194304,-1958731776,1715512172,-12523930,67108863,0,0,1073741824,0,
215,174,71,97,63,50,-1707142059,3971481,-398491648,738197507,-1879048191,1140850692,452984832,-520093696,4068474,0,0,0,0,0,171917312,691905495,-1707208868,1446943129,4181262,12681216,0,1694498816,633241770,-851492602,960466124,-1665169228,633278660,-381763322,4186406,0,0,0,0,0,1111591936,859835744,-12541133,51694937,2040,0,1073741824,0,
216,12,2,171,62,184,4039599,0,2101346304,721420288,-2130706431,-704643071,0,167772160,54338519,50331648,0,4194304,171986944,4146135,-1711276032,-1891755623,-1707149886,-952100455,-1707145030,4233625,0,0,0,-855638016,-2025927476,-2017441514,272648470,-1371506344,12644679,0,4161536,1027604480,4175626,4194304,-1958731776,1715512172,-12523930,67108863,0,0,1073741824,0,
217,139,108,7,63,23,-1371647561,-1707318969,-1539335783,738197504,771751937,1375731713,452984832,-1207959552,54412574,50331648,0,4186112,4206592,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1895825408,-851642942,-851620660,171789516,4105175,4300800,4227072,-12615680,64122782,0,0,1073741824,0,
218,150,67,107,63,77,4126084,0,-398491648,738197507,-1308622847,-939524093,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,1711276032,1446979174,1715521806,12609126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67045801,2073,0,1073741824,0,
219,133,235,49,64,0,171868160,3941335,-398458880,-939524093,-2080374784,67108864,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,0,0,1073741824,0,
