long,str,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1221,"of the Bear",1068,684,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1222,"of the Bear",1069,684,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1223,"of the Bear",1068,1043,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1224,"of the Bear",1069,1043,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1225,"of the Bear",1070,1043,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1226,"of the Bear",1069,1044,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1227,"of the Bear",1070,1044,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1228,"of the Bear",1071,1044,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1229,"of the Bear",1070,1045,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1230,"of the Bear",1071,1045,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1231,"of the Bear",1072,1045,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1232,"of the Bear",1071,1046,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1233,"of the Bear",1072,1046,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1234,"of the Bear",1073,1046,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1235,"of the Bear",1072,1047,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1236,"of the Bear",1073,1047,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1237,"of the Bear",1074,1047,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1238,"of the Bear",1073,1048,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1239,"of the Bear",1074,1048,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1240,"of the Bear",1075,1048,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1241,"of the Bear",1074,1049,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1242,"of the Bear",1075,1049,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1243,"of the Bear",1076,1049,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1244,"of the Bear",1075,1050,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1245,"of the Bear",1076,1050,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1246,"of the Bear",1077,1050,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1247,"of the Bear",1076,1051,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1248,"of the Bear",1077,1051,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1249,"of the Bear",1078,1051,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1250,"of the Bear",1077,1052,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1251,"of the Bear",1078,1052,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1252,"of the Bear",1079,1052,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1253,"of the Bear",1078,1053,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1254,"of the Bear",1079,1053,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1255,"of the Bear",1080,1053,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1256,"of the Bear",1079,1054,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1257,"of the Bear",1080,1054,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1258,"of the Bear",1081,1054,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1259,"of the Bear",1080,1055,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1260,"of the Bear",1081,1055,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1261,"of the Bear",1082,1055,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1262,"of the Bear",1081,1056,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1263,"of the Bear",1082,1056,0,,,"of the Bear",,,,,,,,,,,,,,,,0xFF01FE,
1267,"of Stamina",1209,0,0,,,"of Stamina",,,,,,,,,,,,,,,,0xFF01FE,
1268,"of Stamina",1210,0,0,,,"of Stamina",,,,,,,,,,,,,,,,0xFF01FE,
1269,"of Stamina",1211,0,0,,,"of Stamina",,,,,,,,,,,,,,,,0xFF01FE,
1270,"of Stamina",1212,0,0,,,"of Stamina",,,,,,,,,,,,,,,,0xFF01FE,
1271,"of Stamina",1213,0,0,,,"of Stamina",,,,,,,,,,,,,,,,0xFF01FE,
1272,"of Stamina",1214,0,0,,,"of Stamina",,,,,,,,,,,,,,,,0xFF01FE,
1273,"of Strength",1203,0,0,,,"of Strength",,,,,,,,,,,,,,,,0xFF01FE,
1274,"of Strength",1204,0,0,,,"of Strength",,,,,,,,,,,,,,,,0xFF01FE,
1275,"of Strength",1205,0,0,,,"of Strength",,,,,,,,,,,,,,,,0xFF01FE,
1276,"of Strength",1206,0,0,,,"of Strength",,,,,,,,,,,,,,,,0xFF01FE,
1277,"of Strength",1207,0,0,,,"of Strength",,,,,,,,,,,,,,,,0xFF01FE,
1278,"of Strength",1208,0,0,,,"of Strength",,,,,,,,,,,,,,,,0xFF01FE,
1279,"of Agility",1215,0,0,,,"of Agility",,,,,,,,,,,,,,,,0xFF01FE,
1280,"of Agility",1216,0,0,,,"of Agility",,,,,,,,,,,,,,,,0xFF01FE,
1281,"of Agility",1217,0,0,,,"of Agility",,,,,,,,,,,,,,,,0xFF01FE,
1282,"of Agility",1218,0,0,,,"of Agility",,,,,,,,,,,,,,,,0xFF01FE,
1283,"of Agility",1219,0,0,,,"of Agility",,,,,,,,,,,,,,,,0xFF01FE,
1284,"of Agility",1220,0,0,,,"of Agility",,,,,,,,,,,,,,,,0xFF01FE,
1285,"of Intellect",1221,0,0,,,"of Intellect",,,,,,,,,,,,,,,,0xFF01FE,
1286,"of Intellect",1222,0,0,,,"of Intellect",,,,,,,,,,,,,,,,0xFF01FE,
1287,"of Intellect",1223,0,0,,,"of Intellect",,,,,,,,,,,,,,,,0xFF01FE,
1288,"of Intellect",1224,0,0,,,"of Intellect",,,,,,,,,,,,,,,,0xFF01FE,
1289,"of Intellect",1225,0,0,,,"of Intellect",,,,,,,,,,,,,,,,0xFF01FE,
1290,"of Intellect",1226,0,0,,,"of Intellect",,,,,,,,,,,,,,,,0xFF01FE,
1291,"of Spirit",1227,0,0,,,"of Spirit",,,,,,,,,,,,,,,,0xFF01FE,
1292,"of Spirit",1228,0,0,,,"of Spirit",,,,,,,,,,,,,,,,0xFF01FE,
1293,"of Spirit",1229,0,0,,,"of Spirit",,,,,,,,,,,,,,,,0xFF01FE,
1294,"of Spirit",1230,0,0,,,"of Spirit",,,,,,,,,,,,,,,,0xFF01FE,
1295,"of Spirit",1231,0,0,,,"of Spirit",,,,,,,,,,,,,,,,0xFF01FE,
1296,"of Spirit",1232,0,0,,,"of Spirit",,,,,,,,,,,,,,,,0xFF01FE,
1307,"of Arcane Resistance",1243,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1308,"of Arcane Resistance",1244,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1309,"of Arcane Resistance",1245,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1310,"of Arcane Resistance",1246,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1311,"of Arcane Resistance",1247,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1312,"of Arcane Resistance",1248,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1313,"of Arcane Resistance",1249,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1314,"of Arcane Resistance",1250,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1315,"of Arcane Resistance",1251,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1316,"of Arcane Resistance",1252,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1317,"of Arcane Resistance",1253,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1318,"of Arcane Resistance",1254,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1319,"of Arcane Resistance",1255,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1320,"of Arcane Resistance",1256,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1321,"of Arcane Resistance",1257,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1322,"of Arcane Resistance",1258,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1323,"of Arcane Resistance",1259,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1324,"of Arcane Resistance",1260,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1325,"of Arcane Resistance",1261,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1326,"of Arcane Resistance",1262,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1327,"of Arcane Resistance",1263,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1328,"of Arcane Resistance",1264,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1329,"of Arcane Resistance",1265,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1330,"of Arcane Resistance",1266,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1331,"of Arcane Resistance",1267,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1332,"of Arcane Resistance",1268,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1333,"of Arcane Resistance",1269,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1334,"of Arcane Resistance",1270,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1335,"of Arcane Resistance",1271,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1336,"of Arcane Resistance",1272,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1337,"of Arcane Resistance",1273,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1338,"of Arcane Resistance",1274,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1339,"of Arcane Resistance",1275,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1340,"of Arcane Resistance",1276,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1341,"of Arcane Resistance",1277,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1342,"of Arcane Resistance",1278,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1343,"of Arcane Resistance",1279,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1344,"of Arcane Resistance",1280,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1345,"of Arcane Resistance",1281,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1346,"of Arcane Resistance",1282,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1347,"of Arcane Resistance",1283,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1348,"of Arcane Resistance",1284,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1349,"of Arcane Resistance",1285,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1350,"of Arcane Resistance",1286,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1351,"of Arcane Resistance",1287,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1352,"of Arcane Resistance",1288,0,0,,,"of Arcane Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1353,"of Frost Resistance",1289,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1354,"of Frost Resistance",1290,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1355,"of Frost Resistance",1291,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1356,"of Frost Resistance",1292,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1357,"of Frost Resistance",1293,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1358,"of Frost Resistance",1294,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1359,"of Frost Resistance",1295,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1360,"of Frost Resistance",1296,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1361,"of Frost Resistance",1297,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1362,"of Frost Resistance",1298,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1363,"of Frost Resistance",1299,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1364,"of Frost Resistance",1300,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1365,"of Frost Resistance",1301,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1366,"of Frost Resistance",1302,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1367,"of Frost Resistance",1303,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1368,"of Frost Resistance",1304,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1369,"of Frost Resistance",1305,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1370,"of Frost Resistance",1306,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1371,"of Frost Resistance",1307,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1372,"of Frost Resistance",1308,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1373,"of Frost Resistance",1309,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1374,"of Frost Resistance",1310,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1375,"of Frost Resistance",1311,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1376,"of Frost Resistance",1312,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1377,"of Frost Resistance",1313,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1378,"of Frost Resistance",1314,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1379,"of Frost Resistance",1315,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1380,"of Frost Resistance",1316,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1381,"of Frost Resistance",1317,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1382,"of Frost Resistance",1318,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1383,"of Frost Resistance",1319,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1384,"of Frost Resistance",1320,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1385,"of Frost Resistance",1321,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1386,"of Frost Resistance",1322,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1387,"of Frost Resistance",1323,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1388,"of Frost Resistance",1324,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1389,"of Frost Resistance",1325,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1390,"of Frost Resistance",1326,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1391,"of Frost Resistance",1327,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1392,"of Frost Resistance",1328,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1393,"of Frost Resistance",1329,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1394,"of Frost Resistance",1330,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1395,"of Frost Resistance",1331,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1396,"of Frost Resistance",1332,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1397,"of Frost Resistance",1333,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1398,"of Frost Resistance",1334,0,0,,,"of Frost Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1399,"of Fire Resistance",1335,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1400,"of Fire Resistance",1336,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1401,"of Fire Resistance",1337,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1402,"of Fire Resistance",1338,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1403,"of Fire Resistance",1339,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1404,"of Fire Resistance",1340,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1405,"of Fire Resistance",1341,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1406,"of Fire Resistance",1342,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1407,"of Fire Resistance",1343,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1408,"of Fire Resistance",1344,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1409,"of Fire Resistance",1345,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1410,"of Fire Resistance",1346,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1411,"of Fire Resistance",1347,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1412,"of Fire Resistance",1348,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1413,"of Fire Resistance",1349,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1414,"of Fire Resistance",1350,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1415,"of Fire Resistance",1351,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1416,"of Fire Resistance",1352,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1417,"of Fire Resistance",1353,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1418,"of Fire Resistance",1354,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1419,"of Fire Resistance",1355,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1420,"of Fire Resistance",1356,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1421,"of Fire Resistance",1357,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1422,"of Fire Resistance",1358,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1423,"of Fire Resistance",1359,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1424,"of Fire Resistance",1360,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1425,"of Fire Resistance",1361,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1426,"of Fire Resistance",1362,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1427,"of Fire Resistance",1363,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1428,"of Fire Resistance",1364,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1429,"of Fire Resistance",1365,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1430,"of Fire Resistance",1366,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1431,"of Fire Resistance",1367,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1432,"of Fire Resistance",1368,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1433,"of Fire Resistance",1369,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1434,"of Fire Resistance",1370,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1435,"of Fire Resistance",1371,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1436,"of Fire Resistance",1372,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1437,"of Fire Resistance",1373,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1438,"of Fire Resistance",1374,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1439,"of Fire Resistance",1375,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1440,"of Fire Resistance",1376,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1441,"of Fire Resistance",1377,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1442,"of Fire Resistance",1378,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1443,"of Fire Resistance",1379,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1444,"of Fire Resistance",1380,0,0,,,"of Fire Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1445,"of Shadow Resistance",1427,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1446,"of Shadow Resistance",1428,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1447,"of Shadow Resistance",1429,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1448,"of Shadow Resistance",1430,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1449,"of Shadow Resistance",1431,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1450,"of Shadow Resistance",1432,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1451,"of Shadow Resistance",1433,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1452,"of Shadow Resistance",1434,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1453,"of Shadow Resistance",1435,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1454,"of Shadow Resistance",1436,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1455,"of Shadow Resistance",1437,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1456,"of Shadow Resistance",1438,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1457,"of Shadow Resistance",1439,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1458,"of Shadow Resistance",1440,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1459,"of Shadow Resistance",1441,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1460,"of Shadow Resistance",1442,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1461,"of Shadow Resistance",1443,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1462,"of Shadow Resistance",1444,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1463,"of Shadow Resistance",1445,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1464,"of Shadow Resistance",1446,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1465,"of Shadow Resistance",1447,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1466,"of Shadow Resistance",1448,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1467,"of Shadow Resistance",1449,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1468,"of Shadow Resistance",1450,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1469,"of Shadow Resistance",1451,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1470,"of Shadow Resistance",1452,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1471,"of Shadow Resistance",1453,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1472,"of Shadow Resistance",1454,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1473,"of Shadow Resistance",1455,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1474,"of Shadow Resistance",1456,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1475,"of Shadow Resistance",1457,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1476,"of Shadow Resistance",1458,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1477,"of Shadow Resistance",1459,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1478,"of Shadow Resistance",1460,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1479,"of Shadow Resistance",1461,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1480,"of Shadow Resistance",1462,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1481,"of Shadow Resistance",1463,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1482,"of Shadow Resistance",1464,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1483,"of Shadow Resistance",1465,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1484,"of Shadow Resistance",1466,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1485,"of Shadow Resistance",1467,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1486,"of Shadow Resistance",1468,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
