id;value;displayid;
2208;Poniard;22142;
2209;Kris;22139;
2210;Battered Buckler;2552;
2211;Bent Large Shield;18656;
2212;Cracked Buckler;2553;
2213;Worn Large Shield;18673;
2214;Wooden Buckler;17884;
2215;Wooden Shield;18670;
2216;Simple Buckler;18486;
2217;Rectangular Shield;18665;
2218;Craftsman's Dagger;20451;
2219;Small Round Shield;18485;
2220;Box Shield;18729;
2221;Targe Shield;18484;
2222;Tower Shield;2559;
2223;The Collector's Schedule;1102;
2224;Militia Dagger;6432;
2225;Sharp Kitchen Knife;20470;
2226;Ogremage Staff;20372;
2227;Heavy Ogre War Axe;22219;
2230;Gloves of Brawn;6930;
2231;Inferno Robe;16671;
2232;Dark Runner Boots;4272;
2233;Shadow Weaver Leggings;18489;
2234;Nightwalker Armor;8677;
2235;Brackclaw;20598;
2236;Blackfang;20345;
2237;Patched Pants;2628;
2238;Urchin's Pants;16842;
2239;The Collector's Ring;2854;
2240;Rugged Cape;23061;
2241;Desperado Cape;15248;
2243;Hand of Edward the Odd;19729;
2244;Krol Blade;8090;
2245;Helm of Narv;15506;
2246;Myrmidon's Signet;9841;
2249;Militia Buckler;2632;
2250;Dusky Crab Cakes;7113;
2251;Gooey Spider Leg;7368;
2252;Miscellaneous Goblin Supplies;7167;
2254;Icepane Warhammer;19612;
2256;Skeletal Club;5221;
2257;Frostmane Staff;20429;
2258;Frostmane Shortsword;4260;
2259;Frostmane Club;19623;
2260;Frostmane Hand Axe;8470;
2262;Mark of Kern;9840;
2263;Phytoblade;5170;
2264;Mantle of Thieves;12830;
2265;Stonesplinter Axe;19297;
2266;Stonesplinter Dagger;20427;
2267;Stonesplinter Mace;5208;
2268;Stonesplinter Blade;20213;
2271;Staff of the Blessed Seer;20346;
2274;Sapper's Gloves;6883;
2276;Swampwalker Boots;16996;
2277;Necromancer Leggings;3173;
2278;Forest Tracker Epaulets;17190;
2280;Kam's Walking Stick;20370;
2281;Rodentia Flint Axe;19297;
2282;Rodentia Shortsword;20211;
2283;Rat Cloth Belt;16831;
2284;Rat Cloth Cloak;23132;
2287;Haunch of Meat;2474;
2288;Conjured Fresh Water;18084;
2289;Scroll of Strength II;3331;
2290;Scroll of Intellect II;2616;
2291;Kang the Decapitator;19305;
2292;Necrology Robes;19037;
2295;Large Boar Tusk;1225;
2296;Great Goretusk Snout;10377;
2299;Burning War Axe;19389;
2300;Embossed Leather Vest;9502;
2302;Handstitched Leather Boots;4713;
2303;Handstitched Leather Pants;9500;
2304;Light Armor Kit;7450;
2307;Fine Leather Boots;17163;
2308;Fine Leather Cloak;23028;
2309;Embossed Leather Boots;13864;
2310;Embossed Leather Cloak;23025;
2311;White Leather Jerkin;17233;
2312;Fine Leather Gloves;5406;
2313;Medium Armor Kit;7451;
2314;Toughened Leather Armor;9531;
2315;Dark Leather Boots;9530;
2316;Dark Leather Cloak;23021;
2317;Dark Leather Tunic;17214;
2318;Light Leather;7382;
2319;Medium Leather;7388;
2320;Coarse Thread;4752;
2321;Fine Thread;7363;
2324;Bleach;18114;
2325;Black Dye;15732;
2326;Ivy-weave Bracers;16905;
2327;Sturdy Leather Bracers;17172;
2361;Battleworn Hammer;8690;
2362;Worn Wooden Shield;18730;
2364;Woven Vest;14459;
2366;Woven Pants;14458;
2367;Woven Boots;14162;
2369;Woven Gloves;14457;
2370;Battered Leather Harness;16871;
2371;Battered Leather Belt;17114;
2372;Battered Leather Pants;18478;
2373;Battered Leather Boots;17158;
2374;Battered Leather Bracers;17002;
2375;Battered Leather Gloves;17051;
2376;Worn Heater Shield;18672;
2378;Skeleton Finger;7251;
2379;Tarnished Chain Vest;2215;
2380;Tarnished Chain Belt;6902;
2381;Tarnished Chain Leggings;2217;
2382;The Embalmer's Heart;7269;
2383;Tarnished Chain Boots;6903;
2384;Tarnished Chain Bracers;6904;
2385;Tarnished Chain Gloves;6905;
2386;Rusted Chain Vest;2222;
2387;Rusted Chain Belt;6902;
2388;Rusted Chain Leggings;2228;
2389;Rusted Chain Boots;6952;
2390;Rusted Chain Bracers;6953;
2391;Rusted Chain Gloves;6954;
2392;Light Mail Armor;2265;
2393;Light Mail Belt;6902;
2394;Light Mail Leggings;2217;
2395;Light Mail Boots;6903;
2396;Light Mail Bracers;6904;
2397;Light Mail Gloves;6955;
2398;Light Chain Armor;2269;
2399;Light Chain Belt;6902;
2400;Light Chain Leggings;2270;
2401;Light Chain Boots;6952;
2402;Light Chain Bracers;6953;
2403;Light Chain Gloves;6954;
2406;Pattern: Fine Leather Boots;15274;
2407;Pattern: White Leather Jerkin;1102;
2408;Pattern: Fine Leather Gloves;15274;
2409;Pattern: Dark Leather Tunic;15274;
2411;Black Stallion Bridle;13108;
2414;Pinto Bridle;13108;
2417;Augmented Chain Vest;8634;
2418;Augmented Chain Leggings;2969;
2419;Augmented Chain Belt;6819;
2420;Augmented Chain Boots;6820;
2421;Augmented Chain Bracers;6821;
2422;Augmented Chain Gloves;6822;
2423;Brigandine Vest;8642;
2424;Brigandine Belt;6853;
2425;Brigandine Leggings;2976;
2426;Brigandine Boots;6854;
2427;Brigandine Bracers;6855;
2428;Brigandine Gloves;6856;
2429;Russet Vest;14484;
2431;Russet Pants;14483;
2432;Russet Boots;1861;
2434;Russet Gloves;14482;
2435;Embroidered Armor;16769;
2437;Embroidered Pants;16770;
2438;Embroidered Boots;16772;
2440;Embroidered Gloves;16771;
2445;Large Metal Shield;18749;
2446;Kite Shield;18733;
2447;Peacebloom;7396;
2448;Heavy Pavise;18732;
2449;Earthroot;1464;
2450;Briarthorn;7406;
2451;Crested Heater Shield;18772;
2452;Swiftthistle;7241;
2453;Bruiseweed;7337;
2454;Elixir of Lion's Strength;15733;
2455;Minor Mana Potion;15715;
2456;Minor Rejuvenation Potion;2345;
2457;Elixir of Minor Agility;15738;
2458;Elixir of Minor Fortitude;15792;
2459;Swiftness Potion;15742;
2463;Studded Doublet;16900;
2464;Studded Belt;11558;
2465;Studded Pants;17031;
2466;Skullsplitter Fetish;6368;
2467;Studded Boots;17165;
2468;Studded Bracers;17020;
2469;Studded Gloves;17027;
2470;Reinforced Leather Vest;14496;
2471;Reinforced Leather Belt;14492;
2472;Reinforced Leather Pants;14495;
2473;Reinforced Leather Boots;14295;
2474;Reinforced Leather Bracers;14493;
2475;Reinforced Leather Gloves;2686;
2476;Chilled Basilisk Haunch;2376;
2477;Ravager's Skull;23527;
2479;Broad Axe;8512;
2480;Large Club;19601;
2488;Gladius;22078;
2489;Two-handed Sword;22094;
2490;Tomahawk;8488;
2491;Large Axe;22112;
2492;Cudgel;12992;
2493;Wooden Mallet;22121;
2494;Stiletto;22136;
2495;Walking Stick;7310;
2499;Double-bladed Axe;8511;
2500;Light Hammer;19626;
2501;Wooden Warhammer;19614;
2502;Scuffed Dagger;6444;
2503;Adept Short Staff;20436;
2504;Worn Shortbow;8106;
2505;Polished Shortbow;20723;
2506;Hornwood Recurve Bow;20722;
2507;Laminated Recurve Bow;20714;
2508;Old Blunderbuss;6606;
2509;Ornate Blunderbuss;6607;
2510;Solid Blunderbuss;6594;
2511;Hunter's Boomstick;20728;
2512;Rough Arrow;5996;
2515;Sharp Arrow;5996;
2516;Light Shot;5998;
2519;Heavy Shot;5998;
2520;Broadsword;22085;
2521;Flamberge;22084;
2522;Crescent Axe;8485;
2523;Bullova;22216;
2524;Truncheon;8803;
2525;War Hammer;22133;
2526;Main Gauche;22141;
2527;Battle Staff;22150;
2528;Falchion;22081;
2529;Zweihander;22098;
2530;Francisca;22105;
2531;Great Axe;22111;
2532;Morning Star;22120;
2533;War Maul;22134;
2534;Rondel;22140;
2535;War Staff;20389;
2536;Trogg Stone Tooth;6630;
2545;Malleable Chain Leggings;3043;
2546;Royal Frostmane Girdle;6981;
2547;Boar Handler Gloves;6905;
2548;Barrel of Barleybrew Scalder;7922;
2549;Staff of the Shade;20330;
2553;Recipe: Elixir of Minor Agility;15274;
2555;Recipe: Swiftness Potion;15274;
34412;Sparkling Apple Cider;47919;
2560;Jitters' Completed Journal;1143;
2561;Chok'sul's Head;1310;
2562;Bouquet of Scarlet Begonias;6488;
2563;Strange Smelling Powder;6396;
2564;Elven Spirit Claws;4485;
2565;Rod of Molten Fire;6555;
2566;Sacrificial Robes;16666;
2567;Evocator's Blade;20590;
2568;Brown Linen Vest;17125;
2569;Linen Boots;17120;
2570;Linen Cloak;23122;
2571;Viny Wrappings;2486;
2572;Red Linen Robe;12687;
2575;Red Linen Shirt;10840;
2576;White Linen Shirt;10834;
2577;Blue Linen Shirt;10845;
2578;Barbaric Linen Vest;10891;
2579;Green Linen Shirt;12864;
2580;Reinforced Linen Cape;23133;
2581;Heavy Linen Bandage;11908;
2582;Green Woolen Vest;12394;
2583;Woolen Boots;13524;
2584;Woolen Cape;23144;
2585;Gray Woolen Robe;12669;
2586;Gamemaster's Robe;22033;
2587;Gray Woolen Shirt;10892;
2589;Linen Cloth;7383;
2590;Forest Spider Webbing;18597;
2591;Dirty Trogg Cloth;1329;
2592;Wool Cloth;7418;
2593;Flask of Port;6373;
2594;Flagon of Mead;18115;
2595;Jug of Bourbon;7921;
2596;Skin of Dwarven Stout;18085;
2598;Pattern: Red Linen Robe;15274;
2601;Pattern: Gray Woolen Robe;15274;
2604;Red Dye;7349;
2605;Green Dye;6373;
2606;Lurker Venom;2515;
2607;Mo'grosh Crystal;2516;
2608;Threshadon Ambergris;6703;
2609;Disarming Colloid;2637;
2610;Disarming Mixture;6396;
2611;Crude Flint;18107;
2612;Plain Robe;12704;
2613;Double-stitched Robes;12661;
2614;Robe of Apprenticeship;16614;
2615;Chromatic Robe;12655;
2616;Shimmering Silk Robes;12701;
2617;Burning Robes;12654;
2618;Silver Dress Robes;12702;
2619;Grelin's Report;3029;
2620;Augural Shroud;15284;
2621;Cowl of Necromancy;15295;
2622;Nimar's Tribal Headdress;13244;
2623;Holy Diadem;15336;
2624;Thinking Cap;15547;
2625;Menethil Statuette;12931;
2628;Senir's Report;3048;
2629;Intrepid Strongbox Key;6710;
2632;Curved Dagger;20473;
2633;Jungle Remedy;2533;
2634;Venom Fern Extract;7283;
2635;Loose Chain Belt;6902;
2636;Carved Stone Idol;2551;
2637;Ironband's Progress Report;924;
2639;Merrin's Letter;2571;
2640;Miners' Gear;7166;
2642;Loose Chain Boots;6903;
2643;Loose Chain Bracers;6904;
2644;Loose Chain Cloak;15082;
2645;Loose Chain Gloves;6905;
2646;Loose Chain Pants;2217;
2648;Loose Chain Vest;2215;
2649;Flimsy Chain Belt;6902;
2650;Flimsy Chain Boots;6903;
2651;Flimsy Chain Bracers;6904;
2652;Flimsy Chain Cloak;15164;
2653;Flimsy Chain Gloves;6905;
2654;Flimsy Chain Pants;2217;
2656;Flimsy Chain Vest;2215;
2657;Red Leather Bag;981;
2658;Ados Fragment;18103;
2659;Modr Fragment;18105;
2660;Golm Fragment;18104;
2661;Neru Fragment;18106;
2662;Ribbly's Quiver;21712;
2663;Ribbly's Bandolier;1816;
2665;Stormwind Seasoning Herbs;6396;
2666;Barrel of Thunder Ale;7923;
2667;MacGrann's Dried Meats;2599;
2671;Wendigo Mane;6655;
2672;Stringy Wolf Meat;6680;
2673;Coyote Meat;25467;
2674;Crawler Meat;22193;
2675;Crawler Claw;8743;
2676;Shimmerweed;7241;
2677;Boar Ribs;2473;
2678;Mild Spices;1443;
2679;Charred Wolf Meat;2474;
2680;Spiced Wolf Meat;25468;
2681;Roasted Boar Meat;2474;
2682;Cooked Crab Claw;2627;
2683;Crab Cake;6345;
2684;Coyote Steak;25468;
2685;Succulent Pork Ribs;2473;
2686;Thunder Ale;18117;
2687;Dry Pork Ribs;21327;
2690;Latched Belt;28201;
2691;Outfitter Boots;6903;
2692;Hot Spices;1443;
2693;Stormwind Seasoning Salts;1443;
2694;Settler's Leggings;28250;
2696;Cask of Evershine;7922;
2697;Recipe: Goretusk Liver Pie;1102;
2698;Recipe: Cooked Crab Claw;1102;
2699;Recipe: Redridge Goulash;1102;
2700;Recipe: Succulent Pork Ribs;1102;
2701;Recipe: Seasoned Wolf Kabob;1102;
2702;Lightforge Ingot;7158;
2712;Crate of Lightforge Ingots;7916;
2713;Ol' Sooty's Head;28952;
2715;Monster - Item, Lantern - Round;7460;
2719;Small Brass Key;6710;
2720;Muddy Note;1102;
2721;Holy Shroud;16826;
2722;Wine Ticket;1102;
2723;Bottle of Pinot Noir;18079;
2724;Cloth Request;1323;
2725;Green Hills of Stranglethorn - Page 1;7629;
2728;Green Hills of Stranglethorn - Page 4;7629;
2730;Green Hills of Stranglethorn - Page 6;7629;
2732;Green Hills of Stranglethorn - Page 8;7629;
2734;Green Hills of Stranglethorn - Page 10;7629;
2735;Green Hills of Stranglethorn - Page 11;7629;
2738;Green Hills of Stranglethorn - Page 14;7629;
2740;Green Hills of Stranglethorn - Page 16;7629;
2742;Green Hills of Stranglethorn - Page 18;7629;
2744;Green Hills of Stranglethorn - Page 20;7629;
2745;Green Hills of Stranglethorn - Page 21;7629;
2748;Green Hills of Stranglethorn - Page 24;7629;
2749;Green Hills of Stranglethorn - Page 25;7629;
2750;Green Hills of Stranglethorn - Page 26;7629;
2751;Green Hills of Stranglethorn - Page 27;7629;
2754;Tarnished Bastard Sword;20117;
2756;Green Hills of Stranglethorn - Chapter I;7596;
2757;Green Hills of Stranglethorn - Chapter II;7596;
2758;Green Hills of Stranglethorn - Chapter III;7596;
2759;Green Hills of Stranglethorn - Chapter IV;7596;
2760;Thurman's Sewing Kit;6430;
2763;Fisherman Knife;6437;
2764;Small Dagger;6444;
2765;Hunting Knife;20383;
2766;Deft Stiletto;6445;
2770;Copper Ore;4681;
2771;Tin Ore;4690;
2772;Iron Ore;4689;
2773;Cracked Shortbow;2786;
2774;Rust-covered Blunderbuss;20654;
2775;Silver Ore;18107;
2776;Gold Ore;41755;
2777;Feeble Shortbow;2787;
2778;Cheap Blunderbuss;20654;
2779;Tear of Tilloa;2788;
2780;Light Hunting Bow;20712;
2781;Dirty Blunderbuss;20979;
2782;Mishandled Recurve Bow;20671;
2783;Shoddy Blunderbuss;20717;
2784;Musquash Root;2793;
2785;Stiff Recurve Bow;20668;
2786;Oiled Blunderbuss;20718;
2787;Trogg Dagger;20534;
2788;Black Claw Stout;18115;
2794;An Old History Book;1143;
2795;Book: Stresses of Iron;1143;
2797;Heart of Mokk;3422;
2798;Rethban Ore;4689;
2799;Gorilla Fang;7129;
2800;Black Velvet Robes;21114;
2801;Blade of Hanna;5193;
2802;Blazing Emblem;6484;
2805;Yeti Fur Cloak;23084;
2806;Package for Stormpike;1244;
2807;Guillotine Axe;9118;
2808;Torch of Holy Flame;3947;
2815;Curve-bladed Ripper;8465;
2816;Death Speaker Scepter;19669;
2817;Soft Leather Tunic;17103;
2818;Stretched Leather Trousers;1963;
2819;Cross Dagger;6443;
2820;Nifty Stopwatch;6540;
2821;Mo'grosh Masher;19633;
2822;Mo'grosh Toothpick;20091;
2823;Mo'grosh Can Opener;19236;
2824;Hurricane;20554;
2825;Bow of Searing Arrows;20552;
2828;Nissa's Remains;7105;
2829;Gregor's Remains;2853;
2830;Thurman's Remains;2853;
2831;Devlin's Remains;2853;
2832;Verna's Westfall Stew Recipe;811;
2833;The Lich's Spellbook;7139;
2834;Embalming Ichor;3152;
2835;Rough Stone;4714;
2836;Coarse Stone;4715;
2837;Thurman's Letter;924;
2838;Heavy Stone;4716;
2839;A Letter to Yvette;924;
2840;Copper Bar;7391;
2841;Bronze Bar;7390;
2842;Silver Bar;7355;
2843;Dirty Knucklebones;18074;
2844;Copper Mace;2861;
2845;Copper Axe;14035;
2846;Tirisfal Pumpkin;3225;
2847;Copper Shortsword;4805;
2848;Bronze Mace;5198;
2849;Bronze Axe;19929;
2850;Bronze Shortsword;3855;
2851;Copper Chain Belt;23529;
2852;Copper Chain Pants;13095;
2853;Copper Bracers;6966;
2854;Runed Copper Bracers;25851;
2855;Putrid Claw;7207;
2856;Iron Pike;2868;
2857;Runed Copper Belt;25852;
2858;Darkhound Blood;2873;
2859;Vile Fin Scale;2874;
2862;Rough Sharpening Stone;24673;
2863;Coarse Sharpening Stone;24674;
2864;Runed Copper Breastplate;25848;
2865;Rough Bronze Leggings;4333;
2866;Rough Bronze Cuirass;23530;
2868;Patterned Bronze Bracers;23533;
2869;Silvered Bronze Breastplate;9403;
2870;Shining Silver Breastplate;23540;
2871;Heavy Sharpening Stone;24675;
2872;Vicious Night Web Spider Venom;2885;
2874;An Unsent Letter;3020;
2875;Scarlet Insignia Ring;11990;
2876;Duskbat Pelt;6660;
2877;Combatant Claymore;20151;
2878;Bearded Boneaxe;8469;
2879;Antipodean Rod;13109;
2880;Weak Flux;7417;
2881;Plans: Runed Copper Breastplate;15274;
2882;Plans: Silvered Bronze Shoulders;15274;
2883;Plans: Deadly Bronze Poniard;15274;
2885;Scarlet Crusade Documents;3048;
2886;Crag Boar Rib;2904;
2888;Beer Basted Boar Ribs;21327;
2889;Recipe: Beer Basted Boar Ribs;811;
2892;Deadly Poison;13707;
2893;Deadly Poison II;13707;
2894;Rhapsody Malt;18117;
2898;Mountaineer Chestpiece;2967;
2899;Wendigo Collar;16949;
2900;Stone Buckler;18528;
2901;Mining Pick;6568;
2902;Cloak of the Faith;23099;
2903;Daryl's Hunting Bow;8107;
2904;Daryl's Hunting Rifle;20732;
2905;Goat Fur Cloak;23032;
2906;Darkshire Mail Leggings;2922;
2907;Dwarven Tree Chopper;19227;
2908;Thornblade;20605;
2909;Red Wool Bandana;2925;
2910;Gold Militia Boots;6931;
2911;Keller's Girdle;9898;
2912;Claw of the Shadowmancer;20320;
2913;Silk Mantle of Gamn;16828;
2915;Taran Icebreaker;19664;
2916;Gold Lion Shield;2934;
2917;Tranquil Ring;9850;
2920;Sacred Relic;6556;
2921;Blessed Relic;6485;
2922;Spirit Relic;6564;
2924;Crocolisk Meat;6350;
2925;Crocolisk Skin;3124;
2926;Head of Bazil Thredd;7038;
2928;Dust of Decay;6371;
2929;Tomb Rot;7414;
2930;Essence of Pain;6400;
2931;Maiden's Anguish;7385;
2932;Torment Vine;7415;
2933;Seal of Wrynn;9845;
2934;Ruined Leather Scraps;7400;
2939;Crocolisk Tear;3004;
2940;Bloody Bear Paw;1769;
2941;Prison Shank;20359;
2942;Iron Knuckles;3007;
2943;Eye of Paleth;21600;
2944;Cursed Eye of Paleth;21598;
2946;Broken Balanced Throwing Dagger;16752;
2947;Broken Small Throwing Knife;16754;
2949;Mariner Boots;16989;
2950;Icicle Rod;20378;
2951;Ring of the Underwood;9851;
2953;Watch Master's Cloak;23077;
2954;Night Watch Pantaloons;14615;
2955;First Mate Hat;16545;
2956;Report on the Defias Brotherhood;3031;
2957;Journeyman's Vest;14499;
2958;Journeyman's Pants;14498;
2959;Journeyman's Boots;14525;
2960;Journeyman's Gloves;14497;
2961;Burnt Leather Vest;17093;
2962;Burnt Leather Breeches;17160;
2963;Burnt Leather Boots;16980;
2964;Burnt Leather Gloves;17175;
2965;Warrior's Tunic;22677;
2966;Warrior's Pants;7193;
2967;Warrior's Boots;22673;
2968;Warrior's Gloves;22676;
2969;Spellbinder Vest;14524;
2970;Spellbinder Pants;14529;
2971;Spellbinder Boots;14531;
2972;Spellbinder Gloves;14528;
2973;Hunting Tunic;14539;
2974;Hunting Pants;14537;
2975;Hunting Boots;14534;
2976;Hunting Gloves;14536;
2977;Veteran Armor;22689;
2978;Veteran Leggings;22693;
2979;Veteran Boots;22690;
2980;Veteran Gloves;12450;
2981;Seer's Robe;14549;
2982;Seer's Pants;14554;
2983;Seer's Boots;14552;
2984;Seer's Gloves;16789;
2985;Inscribed Leather Breastplate;9739;
2986;Inscribed Leather Pants;11369;
2987;Inscribed Leather Boots;11373;
2988;Inscribed Leather Gloves;14411;
2989;Burnished Tunic;25769;
2990;Burnished Leggings;25768;
2991;Burnished Boots;25765;
2992;Burnished Gloves;16731;
2996;Bolt of Linen Cloth;7331;
2997;Bolt of Woolen Cloth;10044;
2998;A Simple Compass;6562;
2999;Steelgrill's Tools;7259;
3000;Brood Mother Carapace;16888;
3003;Relic of the Eye;6492;
3004;Relic of the Dead;6551;
3005;Relic of Truth;6553;
3008;Wendigo Fur Cloak;23080;
3010;Fine Sand;6371;
3011;Feathered Headdress;13259;
3012;Scroll of Agility;3331;
3013;Scroll of Protection;1093;
3014;Battleworn Axe;7040;
3016;Gunther's Spellbook;7139;
3017;Sevren's Orders;811;
3018;Hide of Lupos;23027;
3019;Noble's Robe;12682;
3020;Enduring Cap;21294;
3021;Ranger Bow;20673;
3022;Bluegill Breeches;16534;
3023;Large Bore Blunderbuss;20727;
3024;"BKP 2700 ""Enforcer""";20726;
3025;"BKP 42 ""Ultra""";20725;
3026;Reinforced Bow;20675;
3027;Heavy Recurve Bow;20670;
3030;Razor Arrow;26497;
3033;Solid Shot;5998;
3034;Glyphed Breastplate;5998;
3035;Laced Pumpkin;3225;
3036;Heavy Shortbow;5392;
3037;Whipwood Recurve Bow;20653;
3039;Short Ash Bow;20672;
3040;Hunter's Muzzle Loader;20740;
3041;Mage-Eye Blunderbuss;20729;
3042;"BKP ""Sparrow"" Smallbore";20734;
3045;Lambent Scale Boots;25778;
3047;Lambent Scale Gloves;25782;
3048;Lambent Scale Legguards;11525;
3049;Lambent Scale Breastplate;25780;
3053;Humbert's Chestpiece;3293;
3055;Forest Leather Chestpiece;8665;
3056;Forest Leather Pants;16954;
3057;Forest Leather Boots;16984;
3058;Forest Leather Gloves;17055;
3065;Bright Boots;27547;
3066;Bright Gloves;27550;
3067;Bright Pants;3217;
3068;Deprecated Silver-thread Cowl;16824;
3069;Bright Robe;27554;
3070;Ensign Cloak;15149;
3071;Striking Hatchet;19209;
3072;Smoldering Robe;16694;
3073;Smoldering Pants;16846;
3074;Smoldering Gloves;12420;
3075;Eye of Flame;15322;
3076;Smoldering Boots;4873;
3078;Naga Heartpiercer;20669;
3079;Skorn's Rifle;20738;
3080;Candle of Beckoning;7066;
3081;Nether Gem;7185;
3082;Dargol's Skull;2853;
3083;Restabilization Cog;7215;
3084;Gyromechanic Gear;7072;
3085;Barrel of Shimmer Stout;7922;
3086;Cask of Shimmer Stout;7922;
3087;Mug of Shimmer Stout;18115;
3103;Coldridge Hammer;8588;
3107;Broken Keen Throwing Knife;20779;
3108;Broken Heavy Throwing Dagger;20773;
3110;Tunnel Rat Ear;7723;
3111;Broken Crude Throwing Axe;20777;
3117;Hildelve's Journal;7138;
3131;Broken Weighted Throwing Axe;16760;
3135;Broken Sharp Throwing Axe;20782;
3137;Broken Deadly Throwing Axe;20783;
3148;Work Shirt;7849;
3151;Siege Brigade Vest;3293;
3152;Driving Gloves;17177;
3153;Oil-stained Cloak;23128;
3154;Thelsamar Axe;18340;
3155;Remedy of Arugal;3331;
3156;Glutton Shackle;7132;
3157;Darksoul Shackle;7083;
3158;Burnt Hide Bracers;10412;
3160;Ironplate Buckler;3304;
3161;Robe of the Keeper;16696;
3162;Notched Rib;3233;
3163;Blackened Skull;2853;
3164;Discolored Worg Heart;7357;
3165;Quinn's Potion;983;
3166;Ironheart Chain;12965;
3167;Thick Spider Hair;6699;
3169;Chipped Bear Tooth;6002;
3170;Large Bear Tooth;6666;
3171;Broken Boar Tusk;3429;
3172;Boar Intestines;7330;
3173;Bear Meat;25466;
3174;Spider Ichor;6690;
3175;Ruined Dragonhide;11164;
3176;Small Claw;3307;
3177;Tiny Fang;6651;
3179;Cracked Dragon Molting;28257;
3180;Flecked Raptor Scale;6658;
3181;Partially Digested Meat;6678;
3182;Spider's Silk;18597;
3183;Mangy Claw;6669;
3184;Hook Dagger;20396;
3185;Acrobatic Staff;20362;
3186;Viking Sword;26576;
3187;Sacrificial Kris;20573;
3188;Coral Claymore;20072;
3189;Wood Chopper;8525;
3190;Beatstick;6799;
3191;Arced War Axe;11165;
3192;Short Bastard Sword;26590;
3193;Oak Mallet;19545;
3194;Black Malice;19622;
3195;Barbaric Battle Axe;8499;
3196;Edged Bastard Sword;26585;
3197;Stonecutter Claymore;20184;
3198;Battering Hammer;8585;
3199;Battle Slayer;19372;
3200;Burnt Leather Bracers;17004;
