long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
398,-1,-1,397,"Mercilessly Dedicated",,,,,,,,,,,,,,,,0xFF01FE,"Win 100 ranked arena matches at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,2,0x0,3593,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
467,-1,-1,0,"Realm First! Level 80 Shaman",,,,,,,,,,,,,,,,0xFF01FE,"First shaman on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,2,0x100,38,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
478,-1,576,0,"The Nexus",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Nexus.",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,2,0x0,3227,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
490,-1,576,0,"Heroic: The Nexus",,,,,,,,,,,,,,,,0xFF01FE,"Defeat The Nexus bosses on Heroic Difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,2,0x0,3228,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
504,-1,-1,503,"100 Quests Completed",,,,,,,,,,,,,,,,0xFF01FE,"Complete 100 quests.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,2,0x0,3420,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
513,-1,-1,238,"100 Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Get 100 honorable kills.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,2,0x0,3455,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
523,-1,-1,522,"5 Exalted Reputations",,,,,,,,,,,,,,,,0xFF01FE,"Raise 5 reputations to Exalted.",,,,,,,,,,,,,,,,0xFF01FE,201,0xA,2,0x0,3609,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
527,-1,-1,0,"Largest hit received",,,,,,,,,,,,,,,,0xFF01FE,"Largest hit received",,,,,,,,,,,,,,,,0xFF01FE,141,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
594,-1,-1,0,"Deaths from Hogger",,,,,,,,,,,,,,,,0xFF01FE,"Deaths from Hogger",,,,,,,,,,,,,,,,0xFF01FE,126,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
606,-1,-1,605,"5 Coins of Ancestry",,,,,,,,,,,,,,,,0xFF01FE,"Receive 5 Coins of Ancestry.",,,,,,,,,,,,,,,,0xFF01FE,160,0xA,2,0x0,2717,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
624,-1,615,0,"Less Is More (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 9 players in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,2,0x0,3253,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
627,-1,-1,0,"Explore Dun Morogh",,,,,,,,,,,,,,,,0xFF01FE,"Explore Dun Morogh, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,2,0x0,3531,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
628,-1,-1,0,"Deadmines",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Edwin VanCleef.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,2,0x0,3627,"",,,,,,,,,,,,,,,,0xFF01EC,1,0,
648,-1,542,0,"The Blood Furnace",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Keli'dan the Breaker.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,2,0x0,3629,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
731,-1,-1,116,"Professional Expert",,,,,,,,,,,,,,,,0xFF01FE,"Become an Expert in a profession.",,,,,,,,,,,,,,,,0xFF01FE,169,0xA,2,0x0,2846,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
736,-1,-1,0,"Explore Mulgore",,,,,,,,,,,,,,,,0xFF01FE,"Explore Mulgore, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,2,0x0,3562,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
753,-1,-1,0,"Average gold earned per day",,,,,,,,,,,,,,,,0xFF01FE,"Average gold earned per day",,,,,,,,,,,,,,,,0xFF01FE,140,0x0,2,0x49,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,328,
764,1,-1,0,"The Burning Crusader",,,,,,,,,,,,,,,,0xFF01FE,"Raise all of The Burning Crusade dungeon reputations to exalted.",,,,,,,,,,,,,,,,0xFF01FE,14865,0x14,2,0x0,2365,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
798,-1,-1,0,"Rebirthed by druids",,,,,,,,,,,,,,,,0xFF01FE,"Rebirthed by druids",,,,,,,,,,,,,,,,0xFF01FE,127,0x0,2,0x9,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
838,-1,-1,0,"Arenas played",,,,,,,,,,,,,,,,0xFF01FE,"Arenas played",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,2,0x9,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
863,-1,-1,0,"Explore Zangarmarsh",,,,,,,,,,,,,,,,0xFF01FE,"Explore Zangarmarsh, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14779,0xA,2,0x0,3585,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
918,-1,-1,0,"Total deaths in 5-player dungeons",,,,,,,,,,,,,,,,0xFF01FE,"Total deaths in 5-player dungeons",,,,,,,,,,,,,,,,0xFF01FE,125,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
944,-1,-1,0,"They Love Me In That Tunnel",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with Timbermaw Hold.",,,,,,,,,,,,,,,,0xFF01FE,14864,0xF,2,0x0,3685,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
949,-1,-1,0,"Tuskarrmageddon",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with The Kalu'ak .",,,,,,,,,,,,,,,,0xFF01FE,14866,0xF,2,0x0,3702,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1047,-1,-1,0,"Total facepalms",,,,,,,,,,,,,,,,0xFF01FE,"Total facepalms",,,,,,,,,,,,,,,,0xFF01FE,131,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1069,-1,557,0,"Nexus-Prince Shaffar kills (Mana Tombs)",,,,,,,,,,,,,,,,0xFF01FE,"Nexus-Prince Shaffar kills (Mana Tombs)",,,,,,,,,,,,,,,,0xFF01FE,14822,0x5,2,0x1,1677,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1092,-1,33,0,"Archmage Arugal kills (Shadowfang Keep)",,,,,,,,,,,,,,,,0xFF01FE,"Archmage Arugal kills (Shadowfang Keep)",,,,,,,,,,,,,,,,0xFF01FE,14821,0x5,2,0x1,2126,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1107,-1,-1,0,"Deaths in 3v3",,,,,,,,,,,,,,,,0xFF01FE,"Deaths in 3v3",,,,,,,,,,,,,,,,0xFF01FE,123,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1125,-1,-1,0,"Bandage used most",,,,,,,,,,,,,,,,0xFF01FE,"Bandage used most",,,,,,,,,,,,,,,,0xFF01FE,145,0x0,2,0x11,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,344,
1189,1,-1,0,"To Hellfire and Back",,,,,,,,,,,,,,,,0xFF01FE,"Complete 80 quests in Hellfire Peninsula.",,,,,,,,,,,,,,,,0xFF01FE,14862,0xA,2,0x0,3554,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1198,-1,-1,0,"Total kills that grant experience or honor",,,,,,,,,,,,,,,,0xFF01FE,"Total kills that grant experience or honor",,,,,,,,,,,,,,,,0xFF01FE,128,0x0,2,0x9,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1201,-1,-1,0,"Professions at maximum skill",,,,,,,,,,,,,,,,0xFF01FE,"Professions at maximum skill",,,,,,,,,,,,,,,,0xFF01FE,132,0x0,2,0x21,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1203,0,-1,0,"Strange Brew",,,,,,,,,,,,,,,,0xFF01FE,"Drink the Brewfest beers listed below.",,,,,,,,,,,,,,,,0xFF01FE,162,0xA,2,0x0,1780,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1263,-1,-1,0,"Explore Howling Fjord",,,,,,,,,,,,,,,,0xFF01FE,"Explore Howling Fjord, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14780,0xA,2,0x0,3331,"",,,,,,,,,,,,,,,,0x7EFF01EE,0,0,
1285,-1,-1,0,"Classic Raider",,,,,,,,,,,,,,,,0xFF01FE,"Complete the classic raid achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,168,0x14,2,0x0,3203,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1309,-1,607,1308,"Strand of the Ancients Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Complete 100 victories in Strand of the Ancients.",,,,,,,,,,,,,,,,0xFF01FE,14881,0xA,2,0x0,3402,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1337,-1,-1,0,"Different creature types killed",,,,,,,,,,,,,,,,0xFF01FE,"Different creature types killed",,,,,,,,,,,,,,,,0xFF01FE,135,0x0,2,0x21,1,"",,,,,,,,,,,,,,,,0xFEFF01EC,0,107,
1358,0,-1,0,"Nothing Boring About Borean",,,,,,,,,,,,,,,,0xFF01FE,"Complete 150 quests in Borean Tundra.",,,,,,,,,,,,,,,,0xFF01FE,14863,0xA,2,0x88,3336,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1462,-1,-1,0,"Badges of Justice acquired",,,,,,,,,,,,,,,,0xFF01FE,"Badges of Justice acquired",,,,,,,,,,,,,,,,0xFF01FE,130,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1488,-1,-1,0,"World Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,"Cumulative for Azeroth, Northrend etc.",,,,,,,,,,,,,,,,0xFF01FE,137,0x0,2,0x9,4,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1504,-1,574,0,"Ingvar the Plunderer kills (Heroic Utgarde Keep)",,,,,,,,,,,,,,,,0xFF01FE,"Ingvar the Plunderer kills (Heroic Utgarde Keep)",,,,,,,,,,,,,,,,0xFF01FE,14823,0x5,2,0x1,2813,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1525,-1,-1,0,"Cooking daily quests completed",,,,,,,,,,,,,,,,0xFF01FE,"Cooking daily quests completed",,,,,,,,,,,,,,,,0xFF01FE,178,0xA,2,0x9,2923,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1676,1,-1,0,"Loremaster of Eastern Kingdoms",,,,,,,,,,,,,,,,0xFF01FE,"Complete 700 quests in Eastern Kingdoms.",,,,,,,,,,,,,,,,0xFF01FE,14861,0xA,2,0x88,3490,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1693,0,-1,0,"Fool For Love",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Love is in the Air achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,155,0xA,2,0x0,3699,"Title Reward: The Love Fool",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1718,-1,571,1717,"Wintergrasp Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Win 100 battles for Wintergrasp.",,,,,,,,,,,,,,,,0xFF01FE,14901,0xA,2,0x0,187,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1729,-1,-1,0,"Alchemy Recipes learned",,,,,,,,,,,,,,,,0xFF01FE,"Alchemy Recipes learned",,,,,,,,,,,,,,,,0xFF01FE,173,0x0,2,0x1,4,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1788,-1,-1,0,"Bad Example",,,,,,,,,,,,,,,,0xFF01FE,"Eat the sweets listed below while your orphan is watching.",,,,,,,,,,,,,,,,0xFF01FE,163,0xA,2,0x0,1519,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1877,-1,615,0,"Less Is More (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 21 players in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,2,0x0,3308,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2277,-1,-1,0,"Summons accepted",,,,,,,,,,,,,,,,0xFF01FE,"Summons accepted",,,,,,,,,,,,,,,,0xFF01FE,134,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2396,-1,-1,0,"Battleground played the most",,,,,,,,,,,,,,,,0xFF01FE,"Battleground played the most",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,2,0x11,1,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,839,
2417,-1,-1,0,"Chocolate Lover",,,,,,,,,,,,,,,,0xFF01FE,"Eat 25 Noblegarden Chocolates during the Noblegarden celebration.",,,,,,,,,,,,,,,,0xFF01FE,159,0xA,2,0x0,3706,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2758,-1,-1,2756,"Argent Valor",,,,,,,,,,,,,,,,0xFF01FE,"Train to compete in the Argent Tournament by becoming a Valiant for your race's faction.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,2,0x0,3744,"",,,,,,,,,,,,,,,,0x7DFF01EC,1,0,
2857,-1,603,0,"Razorscale kills (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Razorscale kills (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,14963,0xA,2,0x1,1700,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2888,-1,603,0,"The Antechamber of Ulduar (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Antechamber area of Ulduar in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,2,0x0,3846,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2889,-1,603,0,"The Antechamber of Ulduar (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Antechamber area of Ulduar in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,2,0x0,3846,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
3576,1,-1,0,"Now We're Cookin'",,,,,,,,,,,,,,,,0xFF01FE,"Cook up one of every Pilgrim's Bounty dish.",,,,,,,,,,,,,,,,0xFF01FE,14981,0xA,2,0x0,3678,"",,,,,,,,,,,,,,,,0xFFF7EE,0,0,
3777,-1,628,3776,"Isle of Conquest Veteran",,,,,,,,,,,,,,,,0xFF01FE,"Complete 100 victories in Isle of Conquest.",,,,,,,,,,,,,,,,0xFF01FE,15003,0xA,2,0x0,3378,"",,,,,,,,,,,,,,,,0xFF1BFE,0,0,
3812,-1,-1,0,"Call of the Grand Crusade (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat every boss in the Trial of the Grand Crusader in 25-player Heroic mode.",,,,,,,,,,,,,,,,0xFF01FE,15002,0xA,2,0x0,3744,"",,,,,,,,,,,,,,,,0xFF1BFD,0,0,
3918,-1,-1,0,"Call of the Grand Crusade (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat every boss in the Trial of the Grand Crusader in 10-player Heroic mode.",,,,,,,,,,,,,,,,0xFF01FE,15001,0xA,2,0x0,3744,"",,,,,,,,,,,,,,,,0x8FFA9EC,0,0,
4019,-1,-1,0,"Victories over Hunter Champion (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over Hunter Champion (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4628,-1,631,4531,"Heroic: Storming the Citadel (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the first four bosses in Icecrown Citadel in 10-player Heroic mode.",,,,,,,,,,,,,,,,0xFF01FE,15041,0xA,2,0x0,4167,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4632,-1,631,4604,"Heroic: Storming the Citadel (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the first four bosses in Icecrown Citadel in 25-player Heroic mode.",,,,,,,,,,,,,,,,0xFF01FE,15042,0xA,2,0x0,4167,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4714,-1,-1,0,"Bronjahm kills (Heroic Forge of Souls)",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,15062,0x0,2,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
8,-1,-1,7,"Level 30",,,,,,,,,,,,,,,,0xFF01FE,"Reach level 30.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,3,0x4,3270,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
34,1,-1,0,"I've Toured the Fjord",,,,,,,,,,,,,,,,0xFF01FE,"Complete 130 quests in Howling Fjord.",,,,,,,,,,,,,,,,0xFF01FE,14863,0xA,3,0x0,3337,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
44,-1,-1,0,"Explore Outland",,,,,,,,,,,,,,,,0xFF01FE,"Explore the regions of Outland.",,,,,,,,,,,,,,,,0xFF01FE,97,0x19,3,0x0,3492,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
56,-1,489,0,"Deaths in Warsong Gulch",,,,,,,,,,,,,,,,0xFF01FE,"Deaths in Warsong Gulch",,,,,,,,,,,,,,,,0xFF01FE,124,0x0,3,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
97,-1,-1,0,"Daily quests completed",,,,,,,,,,,,,,,,0xFF01FE,"Daily quests completed",,,,,,,,,,,,,,,,0xFF01FE,133,0x0,3,0x1,0,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
113,-1,-1,0,"Deaths from fatigue",,,,,,,,,,,,,,,,0xFF01FE,"Deaths from fatigue",,,,,,,,,,,,,,,,0xFF01FE,126,0x0,3,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
123,-1,-1,122,"Artisan Cook",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan Cook.",,,,,,,,,,,,,,,,0xFF01FE,170,0xA,3,0x0,1467,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
128,-1,-1,127,"Artisan Fisherman",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan Fisherman.",,,,,,,,,,,,,,,,0xFF01FE,171,0xA,3,0x0,580,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
133,-1,-1,132,"Artisan in First Aid",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan in first aid.",,,,,,,,,,,,,,,,0xFF01FE,172,0xA,3,0x0,504,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
165,-1,529,0,"Arathi Basin Perfection",,,,,,,,,,,,,,,,0xFF01FE,"Win Arathi Basin with a score of 1600 to 0.",,,,,,,,,,,,,,,,0xFF01FE,14802,0x14,3,0x0,3469,"",,,,,,,,,,,,,,,,0xFF01FE,0,0,
197,-1,-1,0,"Total damage done",,,,,,,,,,,,,,,,0xFF01FE,"Total damage done",,,,,,,,,,,,,,,,0xFF01FE,141,0x0,3,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
199,-1,489,0,"Capture the Flag",,,,,,,,,,,,,,,,0xFF01FE,"Personally carry and capture the flag in Warsong Gulch.",,,,,,,,,,,,,,,,0xFF01FE,14804,0xA,3,0x0,3390,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
221,-1,30,0,"Alterac Grave Robber",,,,,,,,,,,,,,,,0xFF01FE,"Take 50 graveyards in Alterac Valley.",,,,,,,,,,,,,,,,0xFF01FE,14801,0xA,3,0x0,3379,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
255,-1,-1,0,"Bring Me The Head of... Oh Wait",,,,,,,,,,,,,,,,0xFF01FE,"Kill the Headless Horseman.",,,,,,,,,,,,,,,,0xFF01FE,158,0xA,3,0x0,1817,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
259,0,-1,0,"Scrooge",,,,,,,,,,,,,,,,0xFF01FE,"Throw a snowball at Cairne Bloodhoof during the Feast of Winter Veil.",,,,,,,,,,,,,,,,0xFF01FE,156,0xA,3,0x0,1665,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
333,-1,-1,0,"Gold looted",,,,,,,,,,,,,,,,0xFF01FE,"Gold looted",,,,,,,,,,,,,,,,0xFF01FE,140,0x0,3,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
341,-1,-1,0,"Epic items looted",,,,,,,,,,,,,,,,0xFF01FE,"Epic items looted",,,,,,,,,,,,,,,,0xFF01FE,191,0x0,3,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
350,-1,-1,0,"Mage Portals taken",,,,,,,,,,,,,,,,0xFF01FE,"Mage Portals taken",,,,,,,,,,,,,,,,0xFF01FE,134,0x0,3,0x9,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
363,-1,-1,0,"5v5 matches",,,,,,,,,,,,,,,,0xFF01FE,"5v5 matches",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,3,0x9,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
466,-1,-1,0,"Realm First! Level 80 Druid",,,,,,,,,,,,,,,,0xFF01FE,"First druid on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,3,0x100,261,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
480,-1,601,0,"Azjol-Nerub",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in Azjol-Nerub.",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,3,0x0,3229,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
491,-1,601,0,"Heroic: Azjol-Nerub",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Azjol-Nerub bosses on Heroic Difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,3,0x0,3230,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
505,-1,-1,504,"250 Quests Completed",,,,,,,,,,,,,,,,0xFF01FE,"Complete 250 quests.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,3,0x0,3419,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
515,-1,-1,513,"500 Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Get 500 honorable kills.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,3,0x0,3456,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
524,-1,-1,523,"10 Exalted Reputations",,,,,,,,,,,,,,,,0xFF01FE,"Raise 10 reputations to Exalted.",,,,,,,,,,,,,,,,0xFF01FE,201,0xA,3,0x0,3608,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
529,-1,-1,0,"Most factions at Honored or higher",,,,,,,,,,,,,,,,0xFF01FE,"Most factions at Honored or higher",,,,,,,,,,,,,,,,0xFF01FE,147,0x0,3,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
562,-1,533,0,"The Arachnid Quarter (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Arachnid Quarter of Naxxramas in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,3,0x0,1899,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
563,-1,533,0,"The Arachnid Quarter (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Arachnid Quarter of Naxxramas in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,3,0x0,1899,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
607,-1,-1,606,"10 Coins of Ancestry",,,,,,,,,,,,,,,,0xFF01FE,"Receive 10 Coins of Ancestry.",,,,,,,,,,,,,,,,0xFF01FE,160,0xA,3,0x0,2717,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
630,-1,-1,0,"Wailing Caverns",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Mutanus the Devourer.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,3,0x0,3654,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
649,-1,547,0,"The Slave Pens",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Quagmirran.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,3,0x0,3591,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
732,-1,-1,731,"Professional Artisan",,,,,,,,,,,,,,,,0xFF01FE,"Become an Artisan in a profession.",,,,,,,,,,,,,,,,0xFF01FE,169,0xA,3,0x0,2846,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
768,-1,-1,0,"Explore Tirisfal Glades",,,,,,,,,,,,,,,,0xFF01FE,"Explore Tirisfal Glades, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,3,0x0,3570,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
783,-1,566,0,"The Perfect Storm",,,,,,,,,,,,,,,,0xFF01FE,"Win Eye of the Storm with a score of 1600 to 0.",,,,,,,,,,,,,,,,0xFF01FE,14803,0xA,3,0x0,2830,"",,,,,,,,,,,,,,,,0xFF01FE,0,0,
840,-1,-1,0,"Battlegrounds won",,,,,,,,,,,,,,,,0xFF01FE,"Battlegrounds won",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,3,0x9,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
842,-1,-1,0,"Explore Teldrassil",,,,,,,,,,,,,,,,0xFF01FE,"Explore Teldrassil, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,3,0x0,3528,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
867,-1,-1,0,"Explore Terokkar Forest",,,,,,,,,,,,,,,,0xFF01FE,"Explore Terokkar Forest, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14779,0xA,3,0x0,3586,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
875,-1,-1,398,"Vengefully Dedicated",,,,,,,,,,,,,,,,0xFF01FE,"Win 200 ranked arena matches at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,3,0x0,3594,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
893,-1,-1,0,"Cenarion War Hippogryph",,,,,,,,,,,,,,,,0xFF01FE,"Obtain the Cenarion War Hippogryph from the Cenarion Expedition in Zangarmarsh.",,,,,,,,,,,,,,,,0xFF01FE,14865,0xA,3,0x0,2554,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
950,-1,-1,0,"Frenzyheart Tribe",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with the Frenzyheart Tribe.",,,,,,,,,,,,,,,,0xFF01FE,14866,0xA,3,0x0,956,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
